"id"	"LIBELLE"	"agr"	"art"	"sup"	"int"	"emp"	"ouv"	"total"	"pagr"	"part"	"psup"	"pint"	"pemp"	"pouv"	"typo"
"80387"	"Grattepanche"	0	5	14	33	28	28	108	0	4.62962962962963	12.962962962963	30.5555555555556	25.9259259259259	25.9259259259259	"int"
"80388"	"Grébault-Mesnil"	5	10	15	20	20	30	100	5	10	15	20	20	30	"ouv"
"80389"	"Grécourt"	7	0	0	0	4	0	11	63.6363636363636	0	0	0	36.3636363636364	0	"agr"
"80390"	"Grivesnes"	5	0	10	63	34	39	151	3.3112582781457	0	6.62251655629139	41.7218543046358	22.5165562913907	25.8278145695364	"int"
"80391"	"Grivillers"	0	0	0	13	13	25	51	0	0	0	25.4901960784314	25.4901960784314	49.0196078431373	"ouv"
"80392"	"Grouches-Luchuel"	0	4	20	56	72	80	232	0	1.72413793103448	8.62068965517241	24.1379310344828	31.0344827586207	34.4827586206897	"ouv"
"80393"	"Gruny"	0	15	0	25	36	25	101	0	14.8514851485149	0	24.7524752475248	35.6435643564356	24.7524752475248	"emp"
"80395"	"Guerbigny"	5	0	10	55	20	30	120	4.16666666666667	0	8.33333333333333	45.8333333333333	16.6666666666667	25	"int"
"80396"	"Gueschart"	12	20	0	32	28	32	124	9.67741935483871	16.1290322580645	0	25.8064516129032	22.5806451612903	25.8064516129032	"int"
"80397"	"Gueudecourt"	0	0	8	0	4	27	39	0	0	20.5128205128205	0	10.2564102564103	69.2307692307692	"ouv"
"80399"	"Guignemicourt"	0	0	35	44	31	13	123	0	0	28.4552845528455	35.7723577235772	25.2032520325203	10.5691056910569	"int"
"80400"	"Guillaucourt"	0	10	20	44	44	44	162	0	6.17283950617284	12.3456790123457	27.1604938271605	27.1604938271605	27.1604938271605	"int"
"80401"	"Guillemont"	0	0	0	5	25	15	45	0	0	0	11.1111111111111	55.5555555555556	33.3333333333333	"emp"
"80402"	"Guizancourt"	0	4	0	4	15	11	34	0	11.7647058823529	0	11.7647058823529	44.1176470588235	32.3529411764706	"emp"
"80403"	"Guyencourt-Sur-Noye"	0	5	0	28	14	9	56	0	8.92857142857143	0	50	25	16.0714285714286	"int"
"80404"	"Guyencourt-Saulcourt"	4	12	0	8	20	8	52	7.69230769230769	23.0769230769231	0	15.3846153846154	38.4615384615385	15.3846153846154	"emp"
"80405"	"Hailles"	0	5	20	76	46	20	167	0	2.9940119760479	11.9760479041916	45.5089820359281	27.5449101796407	11.9760479041916	"int"
"80406"	"Hallencourt"	4	28	24	56	127	155	394	1.01522842639594	7.10659898477157	6.09137055837564	14.2131979695431	32.2335025380711	39.3401015228426	"ouv"
"80407"	"Hallivillers"	5	15	15	15	5	5	60	8.33333333333333	25	25	25	8.33333333333333	8.33333333333333	"art"
"80408"	"Halloy-Lès-Pernois"	0	10	5	30	40	51	136	0	7.35294117647059	3.67647058823529	22.0588235294118	29.4117647058824	37.5	"ouv"
"80409"	"Hallu"	5	5	0	10	25	5	50	10	10	0	20	50	10	"emp"
"80410"	"Ham"	10	56	41	214	402	514	1237	0.808407437348424	4.52708164915117	3.31447049312854	17.2999191592563	32.4979789814066	41.552142279709	"ouv"
"80411"	"Hamel"	4	12	8	40	92	76	232	1.72413793103448	5.17241379310345	3.44827586206897	17.2413793103448	39.6551724137931	32.7586206896552	"emp"
"80412"	"Hamelet"	0	0	16	100	100	56	272	0	0	5.88235294117647	36.7647058823529	36.7647058823529	20.5882352941176	"int"
"80413"	"Hancourt"	0	0	4	8	12	12	36	0	0	11.1111111111111	22.2222222222222	33.3333333333333	33.3333333333333	"emp"
"80414"	"Hangard"	0	0	8	16	12	12	48	0	0	16.6666666666667	33.3333333333333	25	25	"int"
"80415"	"Hangest-En-Santerre"	15	15	30	135	120	94	409	3.66748166259169	3.66748166259169	7.33496332518337	33.0073349633252	29.3398533007335	22.9828850855746	"int"
"80416"	"Hangest-Sur-Somme"	0	0	24	59	88	108	279	0	0	8.60215053763441	21.1469534050179	31.5412186379928	38.7096774193548	"ouv"
"80417"	"Harbonnières"	4	4	12	96	157	245	518	0.772200772200772	0.772200772200772	2.31660231660232	18.5328185328185	30.3088803088803	47.2972972972973	"ouv"
"80418"	"Hardecourt-Aux-Bois"	0	5	0	5	10	10	30	0	16.6666666666667	0	16.6666666666667	33.3333333333333	33.3333333333333	"emp"
"80419"	"Hargicourt"	0	0	10	41	26	51	128	0	0	7.8125	32.03125	20.3125	39.84375	"ouv"
"80420"	"Harponville"	8	0	0	21	29	16	74	10.8108108108108	0	0	28.3783783783784	39.1891891891892	21.6216216216216	"emp"
"80421"	"Hattencourt"	4	0	12	16	12	65	109	3.6697247706422	0	11.0091743119266	14.6788990825688	11.0091743119266	59.6330275229358	"ouv"
"80422"	"Hautvillers-Ouville"	8	20	16	65	69	49	227	3.52422907488987	8.81057268722467	7.04845814977974	28.6343612334802	30.3964757709251	21.5859030837004	"emp"
"80423"	"Havernas"	0	5	20	70	50	30	175	0	2.85714285714286	11.4285714285714	40	28.5714285714286	17.1428571428571	"int"
"80424"	"Hébécourt"	12	8	84	44	36	8	192	6.25	4.16666666666667	43.75	22.9166666666667	18.75	4.16666666666667	"sup"
"80425"	"Hédauville"	0	0	5	20	10	15	50	0	0	10	40	20	30	"int"
"80426"	"Heilly"	5	15	40	40	35	45	180	2.77777777777778	8.33333333333333	22.2222222222222	22.2222222222222	19.4444444444444	25	"ouv"
"80427"	"Hem-Hardinval"	8	16	12	48	32	28	144	5.55555555555556	11.1111111111111	8.33333333333333	33.3333333333333	22.2222222222222	19.4444444444444	"int"
"80428"	"Hem-Monacu"	0	0	0	10	10	0	20	0	0	0	50	50	0	"int"
"80429"	"Hénencourt"	0	20	0	5	25	25	75	0	26.6666666666667	0	6.66666666666667	33.3333333333333	33.3333333333333	"emp"
"80430"	"Herbécourt"	5	5	0	20	5	34	69	7.2463768115942	7.2463768115942	0	28.9855072463768	7.2463768115942	49.2753623188406	"ouv"
"80431"	"Hérissart"	5	15	35	105	105	55	320	1.5625	4.6875	10.9375	32.8125	32.8125	17.1875	"int"
"80432"	"Herleville"	4	4	0	9	21	43	81	4.93827160493827	4.93827160493827	0	11.1111111111111	25.9259259259259	53.0864197530864	"ouv"
"80433"	"Herly"	0	0	4	4	4	8	20	0	0	20	20	20	40	"ouv"
"80434"	"Hervilly"	4	0	4	20	12	12	52	7.69230769230769	0	7.69230769230769	38.4615384615385	23.0769230769231	23.0769230769231	"int"
"80435"	"Hesbécourt"	4	0	0	11	4	4	23	17.3913043478261	0	0	47.8260869565217	17.3913043478261	17.3913043478261	"int"
"80436"	"Hescamps"	0	20	15	45	55	55	190	0	10.5263157894737	7.89473684210526	23.6842105263158	28.9473684210526	28.9473684210526	"emp"
"80437"	"Heucourt-Croquoison"	0	4	4	12	8	16	44	0	9.09090909090909	9.09090909090909	27.2727272727273	18.1818181818182	36.3636363636364	"ouv"
"80438"	"Heudicourt"	12	16	0	25	37	103	193	6.21761658031088	8.29015544041451	0	12.9533678756477	19.1709844559585	53.3678756476684	"ouv"
"80439"	"Heuzecourt"	4	8	8	8	12	16	56	7.14285714285714	14.2857142857143	14.2857142857143	14.2857142857143	21.4285714285714	28.5714285714286	"ouv"
"80440"	"Hiermont"	10	0	0	19	10	29	68	14.7058823529412	0	0	27.9411764705882	14.7058823529412	42.6470588235294	"ouv"
"80442"	"Hombleux"	5	15	0	69	83	231	403	1.24069478908189	3.72208436724566	0	17.12158808933	20.5955334987593	57.3200992555831	"ouv"
"80443"	"Hornoy-Le-Bourg"	32	0	48	87	158	170	495	6.46464646464646	0	9.6969696969697	17.5757575757576	31.9191919191919	34.3434343434343	"ouv"
"80444"	"Huchenneville"	5	5	10	59	69	50	198	2.52525252525253	2.52525252525253	5.05050505050505	29.7979797979798	34.8484848484849	25.2525252525253	"emp"
"80445"	"Humbercourt"	10	5	0	19	29	29	92	10.8695652173913	5.43478260869565	0	20.6521739130435	31.5217391304348	31.5217391304348	"emp"
"80446"	"Huppy"	8	16	36	85	93	101	339	2.3598820058997	4.71976401179941	10.6194690265487	25.0737463126844	27.4336283185841	29.7935103244838	"ouv"
"80447"	"Hyencourt-Le-Grand"	0	0	0	4	4	8	16	0	0	0	25	25	50	"ouv"
"80449"	"Ignaucourt"	10	0	0	21	0	5	36	27.7777777777778	0	0	58.3333333333333	0	13.8888888888889	"int"
"80450"	"Inval-Boiron"	0	5	0	0	5	10	20	0	25	0	0	25	50	"ouv"
"80451"	"Irles"	0	0	0	16	8	12	36	0	0	0	44.4444444444444	22.2222222222222	33.3333333333333	"int"
"80452"	"Jumel"	12	41	20	65	49	41	228	5.26315789473684	17.9824561403509	8.7719298245614	28.5087719298246	21.4912280701754	17.9824561403509	"int"
"80453"	"Laboissière-En-Santerre"	4	8	0	4	20	12	48	8.33333333333333	16.6666666666667	0	8.33333333333333	41.6666666666667	25	"emp"
"80455"	"Lachapelle"	0	4	8	8	4	8	32	0	12.5	25	25	12.5	25	"sup"
"80456"	"Lafresguimont-Saint-Martin"	29	10	5	24	29	48	145	20	6.89655172413793	3.44827586206897	16.551724137931	20	33.1034482758621	"ouv"
"80458"	"Lahoussoye"	10	10	50	60	75	25	230	4.34782608695652	4.34782608695652	21.7391304347826	26.0869565217391	32.6086956521739	10.8695652173913	"emp"
"80459"	"Laleu"	0	5	10	10	15	0	40	0	12.5	25	25	37.5	0	"emp"
"80460"	"Lamaronde"	8	0	0	4	0	0	12	66.6666666666667	0	0	33.3333333333333	0	0	"agr"
"80461"	"Lamotte-Brebière"	0	16	8	12	32	16	84	0	19.047619047619	9.52380952380952	14.2857142857143	38.0952380952381	19.047619047619	"emp"
"80462"	"Lamotte-Buleux"	0	5	10	30	35	40	120	0	4.16666666666667	8.33333333333333	25	29.1666666666667	33.3333333333333	"ouv"
"80463"	"Lamotte-Warfusée"	16	16	36	80	84	76	308	5.19480519480519	5.19480519480519	11.6883116883117	25.974025974026	27.2727272727273	24.6753246753247	"emp"
"80464"	"Lanchères"	12	8	28	59	98	114	319	3.76175548589342	2.50783699059561	8.77742946708464	18.4952978056426	30.7210031347962	35.7366771159875	"ouv"
"80465"	"Languevoisin-Quiquery"	4	0	0	8	16	39	67	5.97014925373134	0	0	11.9402985074627	23.8805970149254	58.2089552238806	"ouv"
"80466"	"Lanches-Saint-Hilaire"	0	5	0	15	10	15	45	0	11.1111111111111	0	33.3333333333333	22.2222222222222	33.3333333333333	"int"
"80467"	"Laucourt"	0	0	5	14	38	33	90	0	0	5.55555555555556	15.5555555555556	42.2222222222222	36.6666666666667	"emp"
"80468"	"Laviéville"	0	4	0	12	24	28	68	0	5.88235294117647	0	17.6470588235294	35.2941176470588	41.1764705882353	"ouv"
"80469"	"Lawarde-Mauger-L'hortoy"	15	0	5	30	40	5	95	15.7894736842105	0	5.26315789473684	31.5789473684211	42.1052631578947	5.26315789473684	"emp"
"80470"	"Léalvillers"	0	4	4	4	16	24	52	0	7.69230769230769	7.69230769230769	7.69230769230769	30.7692307692308	46.1538461538462	"ouv"
"80472"	"Lesboeufs"	0	5	0	19	10	53	87	0	5.74712643678161	0	21.8390804597701	11.4942528735632	60.9195402298851	"ouv"
"80473"	"Liancourt-Fosse"	0	10	5	25	20	30	90	0	11.1111111111111	5.55555555555556	27.7777777777778	22.2222222222222	33.3333333333333	"ouv"
"80474"	"Licourt"	8	20	4	4	52	48	136	5.88235294117647	14.7058823529412	2.94117647058824	2.94117647058824	38.2352941176471	35.2941176470588	"emp"
"80475"	"Liéramont"	0	5	10	15	19	39	88	0	5.68181818181818	11.3636363636364	17.0454545454545	21.5909090909091	44.3181818181818	"ouv"
"80476"	"Liercourt"	0	10	5	24	58	34	131	0	7.63358778625954	3.81679389312977	18.3206106870229	44.2748091603053	25.9541984732824	"emp"
"80477"	"Ligescourt"	4	12	12	24	12	16	80	5	15	15	30	15	20	"int"
"80478"	"Lignières"	5	0	0	25	15	0	45	11.1111111111111	0	0	55.5555555555556	33.3333333333333	0	"int"
"80479"	"Lignières-Châtelain"	10	25	15	20	39	34	143	6.99300699300699	17.4825174825175	10.4895104895105	13.986013986014	27.2727272727273	23.7762237762238	"emp"
"80480"	"Lignières-En-Vimeu"	10	10	0	5	10	5	40	25	25	0	12.5	25	12.5	"agr"
"80481"	"Lihons"	9	5	5	19	42	42	122	7.37704918032787	4.0983606557377	4.0983606557377	15.5737704918033	34.4262295081967	34.4262295081967	"emp"
"80482"	"Limeux"	4	4	0	12	32	16	68	5.88235294117647	5.88235294117647	0	17.6470588235294	47.0588235294118	23.5294117647059	"emp"
"80484"	"Liomer"	5	0	5	25	15	55	105	4.76190476190476	0	4.76190476190476	23.8095238095238	14.2857142857143	52.3809523809524	"ouv"
"80485"	"Loeuilly"	0	15	40	145	50	75	325	0	4.61538461538462	12.3076923076923	44.6153846153846	15.3846153846154	23.0769230769231	"int"
"80486"	"Long"	0	4	16	63	67	86	236	0	1.69491525423729	6.77966101694915	26.6949152542373	28.3898305084746	36.4406779661017	"ouv"
"80487"	"Longavesnes"	0	5	5	5	9	30	54	0	9.25925925925926	9.25925925925926	9.25925925925926	16.6666666666667	55.5555555555556	"ouv"
"80488"	"Longpré-Les-Corps-Saints"	0	0	30	175	145	170	520	0	0	5.76923076923077	33.6538461538462	27.8846153846154	32.6923076923077	"int"
"80489"	"Longueau"	0	35	200	648	692	433	2008	0	1.74302788844621	9.9601593625498	32.2709163346614	34.4621513944223	21.5637450199203	"emp"
"80490"	"Longueval"	0	4	4	25	20	49	102	0	3.92156862745098	3.92156862745098	24.5098039215686	19.6078431372549	48.0392156862745	"ouv"
"80491"	"Longuevillette"	4	0	0	4	4	12	24	16.6666666666667	0	0	16.6666666666667	16.6666666666667	50	"ouv"
"80493"	"Louvencourt"	0	4	4	24	20	32	84	0	4.76190476190476	4.76190476190476	28.5714285714286	23.8095238095238	38.0952380952381	"ouv"
"80494"	"Louvrechy"	10	0	20	10	10	5	55	18.1818181818182	0	36.3636363636364	18.1818181818182	18.1818181818182	9.09090909090909	"sup"
"80495"	"Lucheux"	10	20	10	41	36	51	168	5.95238095238095	11.9047619047619	5.95238095238095	24.4047619047619	21.4285714285714	30.3571428571429	"ouv"
"80496"	"Machiel"	12	8	4	8	16	8	56	21.4285714285714	14.2857142857143	7.14285714285714	14.2857142857143	28.5714285714286	14.2857142857143	"emp"
"80497"	"Machy"	0	0	5	10	10	10	35	0	0	14.2857142857143	28.5714285714286	28.5714285714286	28.5714285714286	"int"
"80498"	"Mailly-Maillet"	8	4	12	48	48	84	204	3.92156862745098	1.96078431372549	5.88235294117647	23.5294117647059	23.5294117647059	41.1764705882353	"ouv"
"80499"	"Mailly-Raineval"	0	5	40	25	25	30	125	0	4	32	20	20	24	"sup"
"80500"	"Maisnières"	15	5	20	30	51	56	177	8.47457627118644	2.82485875706215	11.2994350282486	16.9491525423729	28.8135593220339	31.638418079096	"ouv"
"80501"	"Maison-Ponthieu"	4	0	8	12	28	35	87	4.59770114942529	0	9.19540229885057	13.7931034482759	32.183908045977	40.2298850574713	"ouv"
"80502"	"Maison-Roland"	5	5	0	11	11	5	37	13.5135135135135	13.5135135135135	0	29.7297297297297	29.7297297297297	13.5135135135135	"int"
"80503"	"Maizicourt"	0	0	10	5	20	5	40	0	0	25	12.5	50	12.5	"emp"
"80504"	"Malpart"	4	0	0	4	4	9	21	19.047619047619	0	0	19.047619047619	19.047619047619	42.8571428571429	"ouv"
"80505"	"Mametz"	4	4	16	16	12	20	72	5.55555555555556	5.55555555555556	22.2222222222222	22.2222222222222	16.6666666666667	27.7777777777778	"ouv"
"80507"	"Marcelcave"	5	10	49	175	102	97	438	1.14155251141552	2.28310502283105	11.1872146118721	39.9543378995434	23.2876712328767	22.1461187214612	"int"
"80508"	"Marché-Allouarde"	0	0	0	0	4	11	15	0	0	0	0	26.6666666666667	73.3333333333333	"ouv"
"80509"	"Marchélepot"	0	10	5	30	30	65	140	0	7.14285714285714	3.57142857142857	21.4285714285714	21.4285714285714	46.4285714285714	"ouv"
"80511"	"Marestmontiers"	0	0	0	4	24	12	40	0	0	0	10	60	30	"emp"
"80512"	"Mareuil-Caubert"	0	25	15	40	80	95	255	0	9.80392156862745	5.88235294117647	15.6862745098039	31.3725490196078	37.2549019607843	"ouv"
"80513"	"Maricourt"	0	0	5	35	5	20	65	0	0	7.69230769230769	53.8461538461538	7.69230769230769	30.7692307692308	"int"
"80514"	"Marieux"	0	0	0	8	13	21	42	0	0	0	19.047619047619	30.952380952381	50	"ouv"
"80515"	"Marlers"	5	5	5	0	15	10	40	12.5	12.5	12.5	0	37.5	25	"emp"
"80516"	"Marquaix"	4	0	0	16	24	36	80	5	0	0	20	30	45	"ouv"
"80517"	"Marquivillers"	0	0	9	9	14	14	46	0	0	19.5652173913043	19.5652173913043	30.4347826086957	30.4347826086957	"emp"
"80518"	"Martainneville"	0	20	0	32	56	60	168	0	11.9047619047619	0	19.047619047619	33.3333333333333	35.7142857142857	"ouv"
"80519"	"Matigny"	8	4	4	36	20	71	143	5.59440559440559	2.7972027972028	2.7972027972028	25.1748251748252	13.986013986014	49.6503496503497	"ouv"
"80520"	"Maucourt"	0	5	0	14	19	38	76	0	6.57894736842105	0	18.4210526315789	25	50	"ouv"
"80521"	"Maurepas"	0	5	10	20	10	15	60	0	8.33333333333333	16.6666666666667	33.3333333333333	16.6666666666667	25	"int"
"80522"	"Mazis"	0	5	5	5	5	25	45	0	11.1111111111111	11.1111111111111	11.1111111111111	11.1111111111111	55.5555555555556	"ouv"
"80523"	"Méaulte"	0	30	35	177	116	151	509	0	5.89390962671906	6.8762278978389	34.7740667976424	22.7897838899804	29.6660117878193	"int"
"80524"	"Méharicourt"	5	5	10	20	73	54	167	2.9940119760479	2.9940119760479	5.98802395209581	11.9760479041916	43.7125748502994	32.3353293413174	"emp"
"80525"	"Meigneux"	5	0	5	10	15	10	45	11.1111111111111	0	11.1111111111111	22.2222222222222	33.3333333333333	22.2222222222222	"emp"
"80526"	"Meillard"	0	5	5	5	20	15	50	0	10	10	10	40	30	"emp"
"80527"	"Méneslies"	5	15	20	20	35	34	129	3.87596899224806	11.6279069767442	15.5038759689922	15.5038759689922	27.1317829457364	26.3565891472868	"emp"
"80528"	"Méréaucourt"	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	"agr"
"80529"	"Mérélessart"	8	0	12	12	24	16	72	11.1111111111111	0	16.6666666666667	16.6666666666667	33.3333333333333	22.2222222222222	"emp"
"80530"	"Méricourt-L'abbé"	4	4	20	72	88	84	272	1.47058823529412	1.47058823529412	7.35294117647059	26.4705882352941	32.3529411764706	30.8823529411765	"emp"
"80531"	"Méricourt-En-Vimeu"	0	4	8	16	16	4	48	0	8.33333333333333	16.6666666666667	33.3333333333333	33.3333333333333	8.33333333333333	"int"
"80532"	"Méricourt-Sur-Somme"	0	5	5	10	20	25	65	0	7.69230769230769	7.69230769230769	15.3846153846154	30.7692307692308	38.4615384615385	"ouv"
"80533"	"Mers-Les-Bains"	10	40	45	116	201	246	658	1.51975683890578	6.0790273556231	6.83890577507599	17.629179331307	30.5471124620061	37.3860182370821	"ouv"
"80535"	"Mesge"	0	5	0	20	15	30	70	0	7.14285714285714	0	28.5714285714286	21.4285714285714	42.8571428571429	"ouv"
"80536"	"Mesnil-Bruntel"	0	10	15	40	35	20	120	0	8.33333333333333	12.5	33.3333333333333	29.1666666666667	16.6666666666667	"int"
"80537"	"Mesnil-Domqueur"	8	0	4	20	0	12	44	18.1818181818182	0	9.09090909090909	45.4545454545455	0	27.2727272727273	"int"
"80538"	"Mesnil-En-Arrouaise"	0	0	11	11	6	17	45	0	0	24.4444444444444	24.4444444444444	13.3333333333333	37.7777777777778	"ouv"
"80540"	"Mesnil-Martinsart"	15	0	5	0	10	61	91	16.4835164835165	0	5.49450549450549	0	10.989010989011	67.032967032967	"ouv"
"80541"	"Mesnil-Saint-Georges"	0	0	0	20	16	32	68	0	0	0	29.4117647058824	23.5294117647059	47.0588235294118	"ouv"
"80542"	"Mesnil-Saint-Nicaise"	0	8	0	48	56	84	196	0	4.08163265306122	0	24.4897959183673	28.5714285714286	42.8571428571429	"ouv"
"80543"	"Métigny"	0	4	0	12	24	12	52	0	7.69230769230769	0	23.0769230769231	46.1538461538462	23.0769230769231	"emp"
"80544"	"Mézerolles"	0	5	5	15	20	25	70	0	7.14285714285714	7.14285714285714	21.4285714285714	28.5714285714286	35.7142857142857	"ouv"
"80545"	"Mézières-En-Santerre"	10	15	24	87	44	24	204	4.90196078431373	7.35294117647059	11.7647058823529	42.6470588235294	21.5686274509804	11.7647058823529	"int"
"80546"	"Miannay"	0	0	10	55	65	40	170	0	0	5.88235294117647	32.3529411764706	38.2352941176471	23.5294117647059	"emp"
"80547"	"Millencourt"	0	0	12	20	16	43	91	0	0	13.1868131868132	21.978021978022	17.5824175824176	47.2527472527472	"ouv"
"80548"	"Millencourt-En-Ponthieu"	4	8	4	63	31	27	137	2.91970802919708	5.83941605839416	2.91970802919708	45.985401459854	22.6277372262774	19.7080291970803	"int"
"80549"	"Miraumont"	8	8	12	79	83	87	277	2.88808664259928	2.88808664259928	4.33212996389892	28.5198555956679	29.9638989169675	31.4079422382672	"ouv"
"80550"	"Mirvaux"	5	0	10	30	20	5	70	7.14285714285714	0	14.2857142857143	42.8571428571429	28.5714285714286	7.14285714285714	"int"
"80551"	"Misery"	0	5	0	5	20	20	50	0	10	0	10	40	40	"emp"
"80552"	"Moislains"	5	15	10	45	115	166	356	1.40449438202247	4.21348314606742	2.80898876404494	12.6404494382022	32.3033707865169	46.6292134831461	"ouv"
"80553"	"Molliens-Au-Bois"	0	0	15	61	25	25	126	0	0	11.9047619047619	48.4126984126984	19.8412698412698	19.8412698412698	"int"
"80554"	"Molliens-Dreuil"	23	14	33	51	88	70	279	8.24372759856631	5.01792114695341	11.8279569892473	18.2795698924731	31.5412186379928	25.089605734767	"emp"
"80555"	"Monchy-Lagache"	0	15	20	60	55	95	245	0	6.12244897959184	8.16326530612245	24.4897959183673	22.4489795918367	38.7755102040816	"ouv"
"80556"	"Mons-Boubert"	19	10	34	29	77	39	208	9.13461538461538	4.80769230769231	16.3461538461538	13.9423076923077	37.0192307692308	18.75	"emp"
"80557"	"Estrées-Mons"	5	5	10	34	49	93	196	2.55102040816327	2.55102040816327	5.10204081632653	17.3469387755102	25	47.4489795918367	"ouv"
"80558"	"Monsures"	0	8	8	12	16	20	64	0	12.5	12.5	18.75	25	31.25	"ouv"
"80559"	"Montagne-Fayel"	0	8	12	20	16	20	76	0	10.5263157894737	15.7894736842105	26.3157894736842	21.0526315789474	26.3157894736842	"int"
"80560"	"Montauban-De-Picardie"	0	0	8	13	42	25	88	0	0	9.09090909090909	14.7727272727273	47.7272727272727	28.4090909090909	"emp"
"80561"	"Montdidier"	15	85	140	305	574	706	1825	0.821917808219178	4.65753424657534	7.67123287671233	16.7123287671233	31.4520547945205	38.6849315068493	"ouv"
"80562"	"Montigny-Sur-L'hallue"	0	0	16	45	8	8	77	0	0	20.7792207792208	58.4415584415584	10.3896103896104	10.3896103896104	"int"
"80563"	"Montigny-Les-Jongleurs"	0	4	0	12	0	0	16	0	25	0	75	0	0	"int"
"80565"	"Montonvillers"	0	0	5	16	5	11	37	0	0	13.5135135135135	43.2432432432432	13.5135135135135	29.7297297297297	"int"
"80566"	"Fieffes-Montrelet"	5	0	5	40	20	35	105	4.76190476190476	0	4.76190476190476	38.0952380952381	19.047619047619	33.3333333333333	"int"
"80568"	"Morchain"	0	0	5	10	29	58	102	0	0	4.90196078431373	9.80392156862745	28.4313725490196	56.8627450980392	"ouv"
"80569"	"Morcourt"	4	0	0	24	40	28	96	4.16666666666667	0	0	25	41.6666666666667	29.1666666666667	"emp"
"80570"	"Moreuil"	12	60	115	338	414	447	1386	0.865800865800866	4.32900432900433	8.2972582972583	24.3867243867244	29.8701298701299	32.2510822510823	"ouv"
"80571"	"Morisel"	5	0	30	25	75	50	185	2.7027027027027	0	16.2162162162162	13.5135135135135	40.5405405405405	27.027027027027	"emp"
"80572"	"Morlancourt"	0	0	4	21	41	70	136	0	0	2.94117647058824	15.4411764705882	30.1470588235294	51.4705882352941	"ouv"
"80573"	"Morvillers-Saint-Saturnin"	10	20	10	31	15	56	142	7.04225352112676	14.0845070422535	7.04225352112676	21.830985915493	10.5633802816901	39.4366197183099	"ouv"
"80574"	"Mouflers"	0	0	0	10	5	24	39	0	0	0	25.6410256410256	12.8205128205128	61.5384615384615	"ouv"
"80575"	"Mouflières"	0	0	0	5	10	10	25	0	0	0	20	40	40	"emp"
"80576"	"Moyencourt"	5	20	5	25	15	35	105	4.76190476190476	19.047619047619	4.76190476190476	23.8095238095238	14.2857142857143	33.3333333333333	"ouv"
"80577"	"Moyencourt-Lès-Poix"	0	5	10	5	29	14	63	0	7.93650793650794	15.8730158730159	7.93650793650794	46.031746031746	22.2222222222222	"emp"
"80578"	"Moyenneville"	8	4	8	89	98	106	313	2.55591054313099	1.2779552715655	2.55591054313099	28.4345047923323	31.3099041533546	33.8658146964856	"ouv"
"80579"	"Muille-Villette"	0	20	20	80	85	30	235	0	8.51063829787234	8.51063829787234	34.0425531914894	36.1702127659575	12.7659574468085	"emp"
"80580"	"Nampont"	14	0	0	5	29	38	86	16.2790697674419	0	0	5.81395348837209	33.7209302325581	44.1860465116279	"ouv"
"80582"	"Namps-Maisnil"	0	10	70	125	105	70	380	0	2.63157894736842	18.4210526315789	32.8947368421053	27.6315789473684	18.4210526315789	"int"
"80583"	"Nampty"	4	17	17	42	21	21	122	3.27868852459016	13.9344262295082	13.9344262295082	34.4262295081967	17.2131147540984	17.2131147540984	"int"
"80584"	"Naours"	4	12	43	134	103	87	383	1.0443864229765	3.1331592689295	11.2271540469974	34.9869451697128	26.8929503916449	22.7154046997389	"int"
"80585"	"Nesle"	0	12	56	111	179	306	664	0	1.80722891566265	8.43373493975904	16.7168674698795	26.9578313253012	46.0843373493976	"ouv"
"80586"	"Nesle-L'hôpital"	0	15	5	10	10	25	65	0	23.0769230769231	7.69230769230769	15.3846153846154	15.3846153846154	38.4615384615385	"ouv"
"80587"	"Neslette"	0	0	0	0	5	21	26	0	0	0	0	19.2307692307692	80.7692307692308	"ouv"
"80588"	"Neufmoulin"	12	8	8	44	28	40	140	8.57142857142857	5.71428571428571	5.71428571428571	31.4285714285714	20	28.5714285714286	"int"
"80589"	"Neuilly-Le-Dien"	4	0	0	8	8	0	20	20	0	0	40	40	0	"int"
"80590"	"Neuilly-L'hôpital"	8	4	4	24	24	40	104	7.69230769230769	3.84615384615385	3.84615384615385	23.0769230769231	23.0769230769231	38.4615384615385	"ouv"
"80591"	"Neuville-Au-Bois"	0	0	0	0	16	20	36	0	0	0	0	44.4444444444444	55.5555555555556	"ouv"
"80592"	"Neuville-Coppegueule"	0	5	5	11	53	85	159	0	3.14465408805031	3.14465408805031	6.91823899371069	33.3333333333333	53.4591194968553	"ouv"
"80593"	"Neuville-Lès-Bray"	0	0	8	28	32	28	96	0	0	8.33333333333333	29.1666666666667	33.3333333333333	29.1666666666667	"emp"
"80594"	"Neuville-Lã¿s-Loeuilly"	5	0	0	10	30	15	60	8.33333333333333	0	0	16.6666666666667	50	25	"emp"
"80595"	"Neuville-Sire-Bernard"	0	4	12	48	28	36	128	0	3.125	9.375	37.5	21.875	28.125	"int"
"80596"	"Neuvillette"	25	10	5	25	20	15	100	25	10	5	25	20	15	"agr"
"80597"	"Nibas"	5	20	5	59	84	148	321	1.55763239875389	6.23052959501558	1.55763239875389	18.380062305296	26.1682242990654	46.1059190031153	"ouv"
"80598"	"Nouvion"	10	15	15	84	183	109	416	2.40384615384615	3.60576923076923	3.60576923076923	20.1923076923077	43.9903846153846	26.2019230769231	"emp"
