"id"	"LIBELLE"	"agr"	"art"	"sup"	"int"	"emp"	"ouv"	"total"	"pagr"	"part"	"psup"	"pint"	"pemp"	"pouv"	"typo"
"02001"	"Abbécourt"	0	10	5	31	56	82	184	0	5.43478260869565	2.71739130434783	16.8478260869565	30.4347826086957	44.5652173913043	"ouv"
"02002"	"Achery"	0	25	20	56	46	61	208	0	12.0192307692308	9.61538461538462	26.9230769230769	22.1153846153846	29.3269230769231	"ouv"
"02003"	"Acy"	5	15	25	90	90	100	325	1.53846153846154	4.61538461538462	7.69230769230769	27.6923076923077	27.6923076923077	30.7692307692308	"ouv"
"02004"	"Agnicourt-Et-Séchelles"	5	5	0	21	16	10	57	8.7719298245614	8.7719298245614	0	36.8421052631579	28.0701754385965	17.5438596491228	"int"
"02005"	"Aguilcourt"	0	0	12	41	49	62	164	0	0	7.31707317073171	25	29.8780487804878	37.8048780487805	"ouv"
"02006"	"Aisonville-Et-Bernoville"	5	0	10	35	10	45	105	4.76190476190476	0	9.52380952380952	33.3333333333333	9.52380952380952	42.8571428571429	"ouv"
"02007"	"Aizelles"	13	4	4	13	21	4	59	22.0338983050847	6.77966101694915	6.77966101694915	22.0338983050847	35.5932203389831	6.77966101694915	"emp"
"02008"	"Aizy-Jouy"	0	0	26	41	41	26	134	0	0	19.4029850746269	30.5970149253731	30.5970149253731	19.4029850746269	"int"
"02009"	"Alaincourt"	0	0	20	65	45	61	191	0	0	10.4712041884817	34.0314136125654	23.5602094240838	31.9371727748691	"int"
"02010"	"Allemant"	0	4	0	15	23	23	65	0	6.15384615384615	0	23.0769230769231	35.3846153846154	35.3846153846154	"emp"
"02011"	"Ambleny"	0	34	34	133	79	103	383	0	8.87728459530026	8.87728459530026	34.7258485639687	20.6266318537859	26.8929503916449	"int"
"02012"	"Ambrief"	0	0	0	0	5	15	20	0	0	0	0	25	75	"ouv"
"02013"	"Amifontaine"	0	15	10	60	20	45	150	0	10	6.66666666666667	40	13.3333333333333	30	"int"
"02014"	"Amigny-Rouy"	0	20	5	75	45	60	205	0	9.75609756097561	2.4390243902439	36.5853658536585	21.9512195121951	29.2682926829268	"int"
"02015"	"Ancienville"	0	0	0	5	16	10	31	0	0	0	16.1290322580645	51.6129032258064	32.258064516129	"emp"
"02016"	"Andelain"	0	5	5	15	35	30	90	0	5.55555555555556	5.55555555555556	16.6666666666667	38.8888888888889	33.3333333333333	"emp"
"02017"	"Anguilcourt-Le-Sart"	5	5	20	20	15	30	95	5.26315789473684	5.26315789473684	21.0526315789474	21.0526315789474	15.7894736842105	31.5789473684211	"ouv"
"02018"	"Anizy-Le-Château"	0	28	40	80	251	212	611	0	4.58265139116203	6.54664484451719	13.0932896890344	41.0801963993453	34.6972176759411	"emp"
"02019"	"Annois"	0	5	16	36	10	62	129	0	3.87596899224806	12.4031007751938	27.906976744186	7.75193798449612	48.062015503876	"ouv"
"02020"	"Any-Martin-Rieux"	15	25	15	35	35	40	165	9.09090909090909	15.1515151515152	9.09090909090909	21.2121212121212	21.2121212121212	24.2424242424242	"ouv"
"02021"	"Archon"	5	0	5	10	0	10	30	16.6666666666667	0	16.6666666666667	33.3333333333333	0	33.3333333333333	"int"
"02022"	"Arcy-Sainte-Restitue"	12	19	8	23	62	43	167	7.18562874251497	11.377245508982	4.79041916167665	13.7724550898204	37.125748502994	25.748502994012	"emp"
"02023"	"Armentières-Sur-Ourcq"	0	8	4	8	8	12	40	0	20	10	20	20	30	"ouv"
"02024"	"Arrancy"	0	0	0	5	15	5	25	0	0	0	20	60	20	"emp"
"02025"	"Artemps"	0	0	4	41	28	53	126	0	0	3.17460317460317	32.5396825396825	22.2222222222222	42.0634920634921	"ouv"
"02027"	"Assis-Sur-Serre"	0	0	5	10	25	25	65	0	0	7.69230769230769	15.3846153846154	38.4615384615385	38.4615384615385	"emp"
"02028"	"Athies-Sous-Laon"	5	30	99	253	370	224	981	0.509683995922528	3.05810397553517	10.0917431192661	25.7900101936799	37.7166156982671	22.8338430173293	"emp"
"02029"	"Attilly"	0	5	15	30	60	45	155	0	3.2258064516129	9.67741935483871	19.3548387096774	38.7096774193548	29.0322580645161	"emp"
"02030"	"Aubencheul-Aux-Bois"	4	12	0	12	27	39	94	4.25531914893617	12.7659574468085	0	12.7659574468085	28.7234042553192	41.4893617021277	"ouv"
"02031"	"Aubenton"	16	16	4	28	72	72	208	7.69230769230769	7.69230769230769	1.92307692307692	13.4615384615385	34.6153846153846	34.6153846153846	"emp"
"02032"	"Aubigny-Aux-Kaisnes"	0	0	4	12	12	61	89	0	0	4.49438202247191	13.4831460674157	13.4831460674157	68.5393258426966	"ouv"
"02033"	"Aubigny-En-Laonnois"	0	0	8	0	8	16	32	0	0	25	0	25	50	"ouv"
"02034"	"Audignicourt"	0	0	4	4	4	16	28	0	0	14.2857142857143	14.2857142857143	14.2857142857143	57.1428571428571	"ouv"
"02035"	"Audigny"	5	10	5	15	30	30	95	5.26315789473684	10.5263157894737	5.26315789473684	15.7894736842105	31.5789473684211	31.5789473684211	"emp"
"02036"	"Augy"	0	10	0	0	5	20	35	0	28.5714285714286	0	0	14.2857142857143	57.1428571428571	"ouv"
"02037"	"Aulnois-Sous-Laon"	0	20	25	135	225	139	544	0	3.67647058823529	4.59558823529412	24.8161764705882	41.3602941176471	25.5514705882353	"emp"
"02038"	"Autels"	0	0	0	0	12	12	24	0	0	0	0	50	50	"emp"
"02039"	"Autremencourt"	8	0	4	11	15	19	57	14.0350877192982	0	7.01754385964912	19.2982456140351	26.3157894736842	33.3333333333333	"ouv"
"02040"	"Autreppes"	12	0	8	4	12	12	48	25	0	16.6666666666667	8.33333333333333	25	25	"agr"
"02041"	"Autreville"	0	28	20	76	92	88	304	0	9.21052631578947	6.57894736842105	25	30.2631578947368	28.9473684210526	"emp"
"02042"	"Azy-Sur-Marne"	15	15	15	46	21	31	143	10.4895104895105	10.4895104895105	10.4895104895105	32.1678321678322	14.6853146853147	21.6783216783217	"int"
"02043"	"Bagneux"	0	0	0	5	5	10	20	0	0	0	25	25	50	"ouv"
"02044"	"Bancigny"	0	0	0	5	0	0	5	0	0	0	100	0	0	"int"
"02046"	"Barenton-Bugny"	4	8	16	48	103	48	227	1.76211453744493	3.52422907488987	7.04845814977974	21.1453744493392	45.374449339207	21.1453744493392	"emp"
"02047"	"Barenton-Cel"	0	5	0	27	5	11	48	0	10.4166666666667	0	56.25	10.4166666666667	22.9166666666667	"int"
"02048"	"Barenton-Sur-Serre"	0	0	5	23	14	5	47	0	0	10.6382978723404	48.936170212766	29.7872340425532	10.6382978723404	"int"
"02049"	"Barisis-Aux-Bois"	8	12	20	96	72	64	272	2.94117647058824	4.41176470588235	7.35294117647059	35.2941176470588	26.4705882352941	23.5294117647059	"int"
"02050"	"Barzy-En-Thiérache"	20	0	10	5	25	49	109	18.348623853211	0	9.1743119266055	4.58715596330275	22.9357798165138	44.954128440367	"ouv"
"02051"	"Barzy-Sur-Marne"	30	5	10	30	30	15	120	25	4.16666666666667	8.33333333333333	25	25	12.5	"agr"
"02052"	"Bassoles-Aulers"	0	0	4	8	25	16	53	0	0	7.54716981132075	15.0943396226415	47.1698113207547	30.188679245283	"emp"
"02053"	"Vallées En Champagne"	12	22	33	38	43	73	221	5.42986425339367	9.95475113122172	14.9321266968326	17.1945701357466	19.4570135746606	33.0316742081448	"ouv"
"02054"	"Bazoches-Sur-Vesles"	15	30	25	66	25	41	202	7.42574257425743	14.8514851485149	12.3762376237624	32.6732673267327	12.3762376237624	20.2970297029703	"int"
"02055"	"Beaumé"	0	4	8	0	8	12	32	0	12.5	25	0	25	37.5	"ouv"
"02056"	"Beaumont-En-Beine"	0	0	0	8	16	44	68	0	0	0	11.7647058823529	23.5294117647059	64.7058823529412	"ouv"
"02057"	"Beaurevoir"	4	12	20	82	117	254	489	0.81799591002045	2.45398773006135	4.08997955010225	16.7689161554192	23.9263803680982	51.9427402862986	"ouv"
"02058"	"Beaurieux"	4	21	21	49	115	74	284	1.40845070422535	7.3943661971831	7.3943661971831	17.2535211267606	40.4929577464789	26.056338028169	"emp"
"02059"	"Beautor"	0	28	32	133	286	381	860	0	3.25581395348837	3.72093023255814	15.4651162790698	33.2558139534884	44.3023255813953	"ouv"
"02060"	"Beauvois-En-Vermandois"	4	8	4	28	32	36	112	3.57142857142857	7.14285714285714	3.57142857142857	25	28.5714285714286	32.1428571428571	"ouv"
"02061"	"Becquigny"	0	0	4	24	32	44	104	0	0	3.84615384615385	23.0769230769231	30.7692307692308	42.3076923076923	"ouv"
"02062"	"Belleau"	10	0	0	15	0	15	40	25	0	0	37.5	0	37.5	"int"
"02063"	"Bellenglise"	0	0	16	45	24	49	134	0	0	11.9402985074627	33.5820895522388	17.910447761194	36.5671641791045	"ouv"
"02064"	"Belleu"	0	36	56	276	378	312	1058	0	3.40264650283554	5.2930056710775	26.0869565217391	35.7277882797732	29.4896030245747	"emp"
"02065"	"Bellicourt"	0	15	10	52	83	46	206	0	7.28155339805825	4.85436893203883	25.2427184466019	40.2912621359223	22.3300970873786	"emp"
"02066"	"Benay"	0	0	5	45	30	15	95	0	0	5.26315789473684	47.3684210526316	31.5789473684211	15.7894736842105	"int"
"02067"	"Bergues-Sur-Sambre"	5	10	0	0	15	35	65	7.69230769230769	15.3846153846154	0	0	23.0769230769231	53.8461538461538	"ouv"
"02068"	"Berlancourt"	5	0	10	15	0	15	45	11.1111111111111	0	22.2222222222222	33.3333333333333	0	33.3333333333333	"int"
"02069"	"Berlise"	0	8	0	12	4	28	52	0	15.3846153846154	0	23.0769230769231	7.69230769230769	53.8461538461538	"ouv"
"02070"	"Bernot"	0	10	20	40	40	35	145	0	6.89655172413793	13.7931034482759	27.5862068965517	27.5862068965517	24.1379310344828	"int"
"02071"	"Berny-Rivière"	0	10	25	79	114	40	268	0	3.73134328358209	9.32835820895522	29.4776119402985	42.5373134328358	14.9253731343284	"emp"
"02072"	"Berrieux"	0	5	0	10	20	30	65	0	7.69230769230769	0	15.3846153846154	30.7692307692308	46.1538461538462	"ouv"
"02073"	"Berry-Au-Bac"	0	10	19	39	67	47	182	0	5.49450549450549	10.4395604395604	21.4285714285714	36.8131868131868	25.8241758241758	"emp"
"02074"	"Bertaucourt-Epourdon"	0	20	0	70	60	100	250	0	8	0	28	24	40	"ouv"
"02075"	"Berthenicourt"	0	8	8	24	12	12	64	0	12.5	12.5	37.5	18.75	18.75	"int"
"02076"	"Bertricourt"	4	8	4	28	8	12	64	6.25	12.5	6.25	43.75	12.5	18.75	"int"
"02077"	"Berzy-Le-Sec"	0	4	20	36	56	52	168	0	2.38095238095238	11.9047619047619	21.4285714285714	33.3333333333333	30.952380952381	"emp"
"02078"	"Besmé"	0	0	0	20	27	20	67	0	0	0	29.8507462686567	40.2985074626866	29.8507462686567	"emp"
"02079"	"Besmont"	13	4	4	8	8	13	50	26	8	8	16	16	26	"agr"
"02080"	"Besny-Et-Loizy"	0	5	5	35	40	29	114	0	4.3859649122807	4.3859649122807	30.7017543859649	35.0877192982456	25.4385964912281	"emp"
"02081"	"Béthancourt-En-Vaux"	0	13	13	30	48	84	188	0	6.91489361702128	6.91489361702128	15.9574468085106	25.531914893617	44.6808510638298	"ouv"
"02082"	"Beugneux"	4	0	0	19	11	11	45	8.88888888888889	0	0	42.2222222222222	24.4444444444444	24.4444444444444	"int"
"02083"	"Beuvardes"	8	20	12	40	64	124	268	2.98507462686567	7.46268656716418	4.47761194029851	14.9253731343284	23.8805970149254	46.2686567164179	"ouv"
"02084"	"Bézu-Le-Guéry"	4	8	8	28	36	16	100	4	8	8	28	36	16	"emp"
"02085"	"Bézu-Saint-Germain"	4	8	40	105	162	117	436	0.917431192660551	1.8348623853211	9.1743119266055	24.0825688073394	37.1559633027523	26.8348623853211	"emp"
"02086"	"Bichancourt"	5	25	20	137	147	95	429	1.16550116550117	5.82750582750583	4.66200466200466	31.9347319347319	34.2657342657343	22.1445221445221	"emp"
"02087"	"Bieuxy"	0	0	0	5	5	0	10	0	0	0	50	50	0	"int"
"02088"	"Bièvres"	0	4	0	21	4	9	38	0	10.5263157894737	0	55.2631578947368	10.5263157894737	23.6842105263158	"int"
"02089"	"Billy-Sur-Aisne"	4	24	36	77	109	101	351	1.13960113960114	6.83760683760684	10.2564102564103	21.9373219373219	31.0541310541311	28.7749287749288	"emp"
"02090"	"Billy-Sur-Ourcq"	0	0	20	10	25	15	70	0	0	28.5714285714286	14.2857142857143	35.7142857142857	21.4285714285714	"emp"
"02091"	"Blanzy-Lès-Fismes"	0	5	10	0	5	20	40	0	12.5	25	0	12.5	50	"ouv"
"02093"	"Blérancourt"	12	24	44	88	108	128	404	2.97029702970297	5.94059405940594	10.8910891089109	21.7821782178218	26.7326732673267	31.6831683168317	"ouv"
"02094"	"Blesmes"	4	8	16	41	20	37	126	3.17460317460317	6.34920634920635	12.6984126984127	32.5396825396825	15.8730158730159	29.3650793650794	"int"
"02095"	"Bohain-En-Vermandois"	25	80	45	145	591	632	1518	1.64690382081686	5.27009222661397	2.96442687747036	9.55204216073781	38.9328063241107	41.6337285902503	"ouv"
"02096"	"Bois-Lès-Pargny"	5	0	5	10	19	10	49	10.2040816326531	0	10.2040816326531	20.4081632653061	38.7755102040816	20.4081632653061	"emp"
"02097"	"Boncourt"	5	5	10	25	25	30	100	5	5	10	25	25	30	"ouv"
"02098"	"Bonneil"	12	12	16	31	35	47	153	7.84313725490196	7.84313725490196	10.4575163398693	20.2614379084967	22.8758169934641	30.718954248366	"ouv"
"02099"	"Bonnesvalyn"	0	10	15	15	55	25	120	0	8.33333333333333	12.5	12.5	45.8333333333333	20.8333333333333	"emp"
"02100"	"Bony"	0	0	0	5	15	15	35	0	0	0	14.2857142857143	42.8571428571429	42.8571428571429	"emp"
"02101"	"Bosmont-Sur-Serre"	5	0	0	10	21	15	51	9.80392156862745	0	0	19.6078431372549	41.1764705882353	29.4117647058824	"emp"
"02102"	"Bouconville-Vauclair"	0	0	5	16	27	16	64	0	0	7.8125	25	42.1875	25	"emp"
"02103"	"Boué"	5	25	20	59	113	191	413	1.21065375302663	6.05326876513317	4.84261501210654	14.2857142857143	27.3607748184019	46.2469733656174	"ouv"
"02104"	"Bouffignereux"	0	10	0	15	5	5	35	0	28.5714285714286	0	42.8571428571429	14.2857142857143	14.2857142857143	"int"
"02105"	"Bouresches"	5	0	0	10	5	35	55	9.09090909090909	0	0	18.1818181818182	9.09090909090909	63.6363636363636	"ouv"
"02106"	"Bourg-Et-Comin"	4	20	8	41	90	70	233	1.71673819742489	8.58369098712446	3.43347639484979	17.5965665236052	38.6266094420601	30.0429184549356	"emp"
"02107"	"Bourguignon-Sous-Coucy"	4	4	0	12	0	12	32	12.5	12.5	0	37.5	0	37.5	"int"
"02108"	"Bourguignon-Sous-Montbavin"	0	0	0	8	20	16	44	0	0	0	18.1818181818182	45.4545454545455	36.3636363636364	"emp"
"02109"	"Bouteille"	10	0	15	20	65	60	170	5.88235294117647	0	8.82352941176471	11.7647058823529	38.2352941176471	35.2941176470588	"emp"
"02110"	"Braine"	4	61	41	90	224	281	701	0.570613409415121	8.7018544935806	5.84878744650499	12.8388017118402	31.9543509272468	40.0855920114123	"ouv"
"02111"	"Brancourt-En-Laonnois"	0	28	32	56	76	52	244	0	11.4754098360656	13.1147540983607	22.9508196721311	31.1475409836066	21.3114754098361	"emp"
"02112"	"Brancourt-Le-Grand"	5	21	5	57	78	63	229	2.18340611353712	9.1703056768559	2.18340611353712	24.8908296943231	34.061135371179	27.5109170305677	"emp"
"02114"	"Brasles"	8	44	40	72	100	144	408	1.96078431372549	10.7843137254902	9.80392156862745	17.6470588235294	24.5098039215686	35.2941176470588	"ouv"
"02115"	"Braye-En-Laonnois"	0	4	4	4	24	28	64	0	6.25	6.25	6.25	37.5	43.75	"ouv"
"02116"	"Braye-En-Thiérache"	0	0	0	0	9	23	32	0	0	0	0	28.125	71.875	"ouv"
"02117"	"Bray-Saint-Christophe"	0	0	0	0	12	19	31	0	0	0	0	38.7096774193548	61.2903225806452	"ouv"
"02118"	"Braye"	0	0	5	15	10	15	45	0	0	11.1111111111111	33.3333333333333	22.2222222222222	33.3333333333333	"int"
"02119"	"Brécy"	0	15	5	40	35	70	165	0	9.09090909090909	3.03030303030303	24.2424242424242	21.2121212121212	42.4242424242424	"ouv"
"02120"	"Brenelle"	0	15	5	10	10	25	65	0	23.0769230769231	7.69230769230769	15.3846153846154	15.3846153846154	38.4615384615385	"ouv"
"02121"	"Breny"	8	4	0	24	40	28	104	7.69230769230769	3.84615384615385	0	23.0769230769231	38.4615384615385	26.9230769230769	"emp"
"02122"	"Brie"	0	0	0	0	0	5	5	0	0	0	0	0	100	"ouv"
"02123"	"Brissay-Choigny"	0	4	4	12	31	32	83	0	4.81927710843374	4.81927710843374	14.4578313253012	37.3493975903614	38.5542168674699	"ouv"
"02124"	"Brissy-Hamégicourt"	0	33	24	41	57	106	261	0	12.6436781609195	9.19540229885057	15.7088122605364	21.8390804597701	40.6130268199234	"ouv"
"02125"	"Brumetz"	0	0	5	15	30	30	80	0	0	6.25	18.75	37.5	37.5	"emp"
"02126"	"Brunehamel"	16	16	0	12	35	63	142	11.2676056338028	11.2676056338028	0	8.45070422535211	24.6478873239437	44.3661971830986	"ouv"
"02127"	"Bruyères-Sur-Fère"	4	8	8	8	12	16	56	7.14285714285714	14.2857142857143	14.2857142857143	14.2857142857143	21.4285714285714	28.5714285714286	"ouv"
"02128"	"Bruyères-Et-Montbérault"	5	25	91	166	116	91	494	1.01214574898785	5.06072874493927	18.4210526315789	33.6032388663968	23.4817813765182	18.4210526315789	"int"
"02129"	"Bruys"	4	0	0	0	0	4	8	50	0	0	0	0	50	"agr"
"02130"	"Bucilly"	4	0	8	8	8	15	43	9.30232558139535	0	18.6046511627907	18.6046511627907	18.6046511627907	34.8837209302326	"ouv"
"02131"	"Bucy-Le-Long"	0	16	76	183	203	215	693	0	2.30880230880231	10.966810966811	26.4069264069264	29.2929292929293	31.024531024531	"ouv"
"02132"	"Bucy-Lès-Cerny"	4	0	8	37	21	0	70	5.71428571428571	0	11.4285714285714	52.8571428571429	30	0	"int"
"02133"	"Bucy-Lès-Pierrepont"	8	8	4	8	40	71	139	5.75539568345324	5.75539568345324	2.87769784172662	5.75539568345324	28.7769784172662	51.0791366906475	"ouv"
"02134"	"Buire"	0	12	8	52	80	112	264	0	4.54545454545455	3.03030303030303	19.6969696969697	30.3030303030303	42.4242424242424	"ouv"
"02135"	"Buironfosse"	5	26	16	47	120	135	349	1.43266475644699	7.44985673352436	4.58452722063037	13.4670487106017	34.3839541547278	38.6819484240688	"ouv"
"02136"	"Burelles"	5	10	0	5	10	20	50	10	20	0	10	20	40	"ouv"
"02137"	"Bussiares"	0	0	9	13	13	27	62	0	0	14.5161290322581	20.9677419354839	20.9677419354839	43.5483870967742	"ouv"
"02138"	"Buzancy"	0	4	12	24	8	16	64	0	6.25	18.75	37.5	12.5	25	"int"
"02139"	"Caillouël-Crépigny"	5	10	5	65	25	60	170	2.94117647058824	5.88235294117647	2.94117647058824	38.2352941176471	14.7058823529412	35.2941176470588	"int"
"02140"	"Camelin"	0	8	4	24	53	33	122	0	6.55737704918033	3.27868852459016	19.672131147541	43.4426229508197	27.0491803278689	"emp"
"02141"	"Capelle"	16	40	20	81	157	153	467	3.42612419700214	8.56531049250535	4.28265524625268	17.3447537473233	33.6188436830835	32.762312633833	"emp"
"02142"	"Castres"	0	10	15	25	25	20	95	0	10.5263157894737	15.7894736842105	26.3157894736842	26.3157894736842	21.0526315789474	"int"
"02143"	"Catelet"	0	16	0	8	24	32	80	0	20	0	10	30	40	"ouv"
"02144"	"Caulaincourt"	0	0	0	30	20	10	60	0	0	0	50	33.3333333333333	16.6666666666667	"int"
"02145"	"Caumont"	5	20	0	86	50	50	211	2.3696682464455	9.47867298578199	0	40.7582938388626	23.696682464455	23.696682464455	"int"
"02146"	"Celles-Lès-Condé"	8	0	0	0	4	8	20	40	0	0	0	20	40	"agr"
"02148"	"Celles-Sur-Aisne"	0	8	12	20	36	40	116	0	6.89655172413793	10.3448275862069	17.2413793103448	31.0344827586207	34.4827586206897	"ouv"
"02149"	"Cerizy"	0	0	5	5	10	0	20	0	0	25	25	50	0	"emp"
"02150"	"Cerny-En-Laonnois"	0	5	5	10	5	5	30	0	16.6666666666667	16.6666666666667	33.3333333333333	16.6666666666667	16.6666666666667	"int"
"02151"	"Cerny-Lès-Bucy"	4	12	0	16	8	0	40	10	30	0	40	20	0	"int"
"02152"	"Cerseuil"	0	0	20	25	0	0	45	0	0	44.4444444444444	55.5555555555556	0	0	"int"
"02153"	"Cessières"	0	10	36	51	56	51	204	0	4.90196078431373	17.6470588235294	25	27.4509803921569	25	"emp"
"02154"	"Chacrise"	0	10	25	25	35	30	125	0	8	20	20	28	24	"emp"
"02155"	"Chaillevois"	0	0	5	25	5	20	55	0	0	9.09090909090909	45.4545454545455	9.09090909090909	36.3636363636364	"int"
"02156"	"Chalandry"	0	8	12	12	21	29	82	0	9.75609756097561	14.6341463414634	14.6341463414634	25.609756097561	35.3658536585366	"ouv"
"02157"	"Chambry"	5	5	0	130	82	58	280	1.78571428571429	1.78571428571429	0	46.4285714285714	29.2857142857143	20.7142857142857	"int"
"02158"	"Chamouille"	0	10	15	30	45	30	130	0	7.69230769230769	11.5384615384615	23.0769230769231	34.6153846153846	23.0769230769231	"emp"
"02159"	"Champs"	5	20	5	15	35	10	90	5.55555555555556	22.2222222222222	5.55555555555556	16.6666666666667	38.8888888888889	11.1111111111111	"emp"
"02160"	"Chaourse"	0	15	10	30	45	59	159	0	9.43396226415094	6.28930817610063	18.8679245283019	28.3018867924528	37.1069182389937	"ouv"
"02162"	"Chapelle-Sur-Chézy"	0	10	0	25	30	25	90	0	11.1111111111111	0	27.7777777777778	33.3333333333333	27.7777777777778	"emp"
"02163"	"Charly-Sur-Marne"	52	44	61	222	283	275	937	5.54962646744931	4.69583778014941	6.51013874066169	23.692636072572	30.2027748132337	29.3489861259338	"emp"
"02164"	"Charmel"	0	10	0	30	50	20	110	0	9.09090909090909	0	27.2727272727273	45.4545454545455	18.1818181818182	"emp"
"02165"	"Charmes"	0	20	40	127	206	123	516	0	3.87596899224806	7.75193798449612	24.6124031007752	39.922480620155	23.8372093023256	"emp"
"02166"	"Chartèves"	0	30	0	30	25	20	105	0	28.5714285714286	0	28.5714285714286	23.8095238095238	19.047619047619	"art"
"02167"	"Chassemy"	0	20	40	100	95	105	360	0	5.55555555555556	11.1111111111111	27.7777777777778	26.3888888888889	29.1666666666667	"ouv"
"02168"	"Château-Thierry"	16	137	527	999	1495	1636	4810	0.332640332640333	2.84823284823285	10.956340956341	20.7692307692308	31.0810810810811	34.012474012474	"ouv"
"02169"	"Châtillon-Lès-Sons"	0	0	0	0	8	16	24	0	0	0	0	33.3333333333333	66.6666666666667	"ouv"
"02170"	"Châtillon-Sur-Oise"	0	5	0	5	5	5	20	0	25	0	25	25	25	"art"
"02171"	"Chaudardes"	0	0	4	0	23	12	39	0	0	10.2564102564103	0	58.974358974359	30.7692307692308	"emp"
"02172"	"Chaudun"	4	0	4	20	40	24	92	4.34782608695652	0	4.34782608695652	21.7391304347826	43.4782608695652	26.0869565217391	"emp"
"02173"	"Chauny"	3	199	256	809	1231	1082	3580	0.0837988826815642	5.55865921787709	7.15083798882682	22.5977653631285	34.3854748603352	30.2234636871508	"emp"
"02174"	"Chavignon"	0	15	25	40	119	99	298	0	5.03355704697987	8.38926174496644	13.4228187919463	39.9328859060403	33.2214765100671	"emp"
"02175"	"Chavigny"	8	0	0	4	20	16	48	16.6666666666667	0	0	8.33333333333333	41.6666666666667	33.3333333333333	"emp"
"02176"	"Chavonne"	5	5	5	30	25	30	100	5	5	5	30	25	30	"int"
"02177"	"Chérêt"	5	0	0	10	10	10	35	14.2857142857143	0	0	28.5714285714286	28.5714285714286	28.5714285714286	"int"
"02178"	"Chermizy-Ailles"	4	0	21	8	4	12	49	8.16326530612245	0	42.8571428571429	16.3265306122449	8.16326530612245	24.4897959183673	"sup"
"02179"	"Chéry-Chartreuve"	0	14	24	43	24	38	143	0	9.79020979020979	16.7832167832168	30.0699300699301	16.7832167832168	26.5734265734266	"int"
"02180"	"Chéry-Lès-Pouilly"	0	15	45	74	40	79	253	0	5.92885375494071	17.7865612648221	29.2490118577075	15.8102766798419	31.2252964426877	"ouv"
"02181"	"Chéry-Lès-Rozoy"	0	0	0	0	0	6	6	0	0	0	0	0	100	"ouv"
"02182"	"Chevennes"	0	0	0	12	12	16	40	0	0	0	30	30	40	"ouv"
"02183"	"Chevregny"	8	0	12	36	28	24	108	7.40740740740741	0	11.1111111111111	33.3333333333333	25.9259259259259	22.2222222222222	"int"
"02184"	"Chevresis-Monceau"	0	0	12	36	24	40	112	0	0	10.7142857142857	32.1428571428571	21.4285714285714	35.7142857142857	"ouv"
"02185"	"Chézy-En-Orxois"	5	10	30	35	20	20	120	4.16666666666667	8.33333333333333	25	29.1666666666667	16.6666666666667	16.6666666666667	"int"
"02186"	"Chézy-Sur-Marne"	39	0	30	113	113	148	443	8.80361173814898	0	6.77200902934537	25.5079006772009	25.5079006772009	33.4085778781038	"ouv"
"02187"	"Chierry"	10	24	78	87	58	68	325	3.07692307692308	7.38461538461539	24	26.7692307692308	17.8461538461538	20.9230769230769	"int"
"02188"	"Chigny"	0	10	0	0	14	14	38	0	26.3157894736842	0	0	36.8421052631579	36.8421052631579	"emp"
"02189"	"Chivres-En-Laonnois"	4	0	16	8	45	61	134	2.98507462686567	0	11.9402985074627	5.97014925373134	33.5820895522388	45.5223880597015	"ouv"
"02190"	"Chivres-Val"	0	5	11	58	53	84	211	0	2.3696682464455	5.21327014218009	27.4881516587678	25.1184834123223	39.8104265402844	"ouv"
"02191"	"Chivy-Lès-Étouvelles"	0	5	15	49	49	68	186	0	2.68817204301075	8.06451612903226	26.3440860215054	26.3440860215054	36.5591397849462	"ouv"
"02192"	"Chouy"	20	15	5	45	40	35	160	12.5	9.375	3.125	28.125	25	21.875	"int"
"02193"	"Cierges"	0	0	0	8	4	12	24	0	0	0	33.3333333333333	16.6666666666667	50	"ouv"
"02194"	"Cilly"	0	8	12	8	20	23	71	0	11.2676056338028	16.9014084507042	11.2676056338028	28.169014084507	32.3943661971831	"ouv"
"02195"	"Ciry-Salsogne"	0	30	25	84	99	104	342	0	8.7719298245614	7.30994152046784	24.5614035087719	28.9473684210526	30.4093567251462	"ouv"
"02196"	"Clacy-Et-Thierret"	0	5	10	31	41	36	123	0	4.0650406504065	8.13008130081301	25.2032520325203	33.3333333333333	29.2682926829268	"emp"
"02197"	"Clairfontaine"	20	5	5	60	50	49	189	10.5820105820106	2.64550264550265	2.64550264550265	31.7460317460317	26.4550264550265	25.9259259259259	"int"
"02198"	"Clamecy"	0	0	12	16	16	16	60	0	0	20	26.6666666666667	26.6666666666667	26.6666666666667	"int"
"02199"	"Clastres"	10	15	5	65	55	90	240	4.16666666666667	6.25	2.08333333333333	27.0833333333333	22.9166666666667	37.5	"ouv"
"02200"	"Clermont-Les-Fermes"	0	0	10	0	10	10	30	0	0	33.3333333333333	0	33.3333333333333	33.3333333333333	"sup"
"02201"	"Coeuvres-Et-Valsery"	0	11	16	42	21	47	137	0	8.02919708029197	11.6788321167883	30.6569343065693	15.3284671532847	34.3065693430657	"ouv"
"02203"	"Coincy"	8	65	57	69	117	121	437	1.83066361556064	14.8741418764302	13.0434782608696	15.7894736842105	26.7734553775744	27.6887871853547	"ouv"
"02204"	"Coingt"	5	5	0	0	5	5	20	25	25	0	0	25	25	"agr"
"02205"	"Colligis-Crandelain"	9	5	9	9	37	28	97	9.27835051546392	5.15463917525773	9.27835051546392	9.27835051546392	38.1443298969072	28.8659793814433	"emp"
