CODGEO;Libellé commune ou ARM;Région;Département;Population en 2012;Population en 2007;Superficie;Naissances entre 2007 et 2012;Décès entre 2007 et 2012;Ménages en 2012;Nombre de naissances domiciliées en 2013;Nombre de décès domiciliés en 2013;Logements en 2012;Résidences principales en 2012;Rés secondaires et logts occasionnels en 2012;Logements vacants en 2012;Rés princ occupées Propriétaires en 2012;Nombre de ménages fiscaux en 2012;Part des ménages fiscaux imposés  en 2012;Médiane du revenu disponible par UC en 2012;Taux de pauvreté en 2012;Emplois au LT en 2012;Emplois salariés au LT en 2012;Emplois au LT en 2007;Pop 15-64 ans en 2012;Chômeurs 15-64 ans en 2012;Actifs 15-64 ans en 2012;Total des ets actifs au 31 décembre 2012;Ets actifs agriculture au 31/12/2012;Ets actifs industrie au 31/12/2012;Ets actifs construction au 31/12/2012;Ets actifs commerce services au 31/12/2012;Ets actifs commerce réparation auto au 31/12/2012;Ets actifs adm publique au 31/12/2012;Ets actifs de 1 à 9 salariés au 31 décembre 2012;Ets actifs 10 salariés ou plus au 31 décembre 2012;coordonnees;Métropole
59237;Flêtre;31;59;976.0;767.0;8.98;81.0;14.0;342.0;18.0;5.0;358.0;342.0;4.0;12.0;268.0;344.0;;21324.2857143;;140.095741254;98.8702998382;146.00654048;628.0;30.0;493.0;81.0;24.0;4.0;1.0;43.0;9.0;9.0;19.0;2.0;50.758011537, 2.64096480956;
59258;Genech;31;59;2612.0;2608.0;7.46;112.0;75.0;934.0;32.0;11.0;987.503695882;934.0;9.08553326294;44.4181626188;628.667540015;877.0;74.0022805017;25012.4;6.2805;749.473449702;665.656524328;698.786449173;1909.93587227;91.3246834368;1137.40453766;156.0;18.0;12.0;11.0;90.0;18.0;25.0;30.0;6.0;50.5285200565, 3.22237664062;
59277;Gussignies;31;59;356.0;343.0;3.46;16.0;7.0;138.779661017;5.0;2.0;178.255270773;138.779661017;24.2926829268;15.1829268293;122.689265537;129.0;;21728.0;;49.9577757065;42.9576930259;42.3313414195;240.350282486;11.0621468927;185.039548023;26.0;4.0;1.0;2.0;18.0;3.0;1.0;5.0;1.0;50.3405832772, 3.74998509899;
59290;Haut-Lieu;31;59;393.0;417.0;9.0;27.0;20.0;152.225316456;4.0;1.0;163.558649789;152.225316456;1.74358974359;9.58974358974;115.412658228;151.0;;19078.0;;161.78795624;136.76096818;162.593750536;244.75443038;21.8886075949;166.15443038;43.0;14.0;2.0;5.0;18.0;6.0;4.0;7.0;4.0;50.1031693794, 3.90753338648;
59339;Leers;31;59;9400.0;9240.0;5.4;466.0;343.0;3725.64189591;87.0;79.0;3855.87099037;3725.64189591;4.97057612457;125.258518339;2800.68429037;3769.0;70.7038512616;20913.6666667;8.21449;3385.78848047;3158.42995032;3582.59104684;5871.27451997;477.874829255;4322.73052409;542.0;8.0;45.0;59.0;357.0;148.0;73.0;151.0;52.0;50.6813150077, 3.23964411032;Métropole européenne de Lille
59403;Millonfosse;31;59;660.0;668.0;3.48;38.0;14.0;248.127853881;4.0;3.0;260.264217518;248.127853881;2.02272727273;10.1136363636;216.98630137;249.0;;21565.5;;164.930657203;146.880633005;146.634564019;449.04109589;27.1232876712;309.406392694;47.0;4.0;2.0;7.0;30.0;5.0;4.0;8.0;6.0;50.4291924594, 3.37701536636;
59432;Niergnies;31;59;495.0;502.0;4.35;15.0;22.0;209.0;5.0;5.0;224.260869565;209.0;0.0;15.2608695652;167.0;215.0;;22347.1428571;;234.636625131;216.705021824;128.964790056;342.0;25.0;236.0;28.0;1.0;2.0;4.0;13.0;2.0;8.0;9.0;1.0;50.1416253963, 3.25613708021;
59494;Raucourt-au-Bois;31;59;182.0;154.0;1.04;18.0;3.0;72.3863636364;1.0;3.0;73.4133906634;72.3863636364;0.0;1.02702702703;64.1136363636;67.0;;18932.8571429;;6.08559022523;5.05149931614;13.230410559;122.022727273;10.3409090909;83.7613636364;10.0;6.0;0.0;0.0;3.0;1.0;1.0;2.0;0.0;50.2067851455, 3.6560114776;
59520;Rumilly-en-Cambrésis;31;59;1460.0;1505.0;6.72;86.0;68.0;582.598274226;14.0;13.0;630.583412231;582.598274226;2.23186688392;45.7532711203;473.793842707;587.0;;18692.3809524;;175.255167428;136.619906155;172.021552992;932.782483917;104.847906737;679.564897835;76.0;13.0;3.0;7.0;35.0;10.0;18.0;11.0;5.0;50.1304621675, 3.22848231666;
59555;Sars-Poteries;31;59;1509.0;1480.0;7.88;113.0;68.0;633.0;23.0;15.0;700.0;633.0;4.0;63.0;325.0;605.0;;15813.5483871;;235.529646257;179.192805811;260.283395373;949.0;151.0;671.0;77.0;9.0;6.0;13.0;38.0;10.0;11.0;23.0;4.0;50.1616514836, 4.04379435649;
59564;La Sentinelle;31;59;3299.0;3267.0;3.89;218.0;151.0;1384.71808031;49.0;26.0;1474.05141365;1384.71808031;5.58333333333;83.75;703.042023142;1251.0;52.3237179487;16163.3333333;20.48075;1450.17651338;1338.07803221;1194.53718803;2121.86749458;355.363395216;1420.45347981;222.0;1.0;17.0;18.0;158.0;84.0;28.0;46.0;32.0;50.3486299909, 3.47455507349;
59577;Staple;31;59;693.0;653.0;9.97;46.0;23.0;259.625360231;13.0;6.0;305.625360231;259.625360231;36.0;10.0;202.707492795;258.0;;18274.8;;135.374223759;90.3696985025;121.413368363;439.365994236;33.9510086455;302.563400576;85.0;29.0;2.0;9.0;40.0;11.0;5.0;14.0;1.0;50.7522593819, 2.44870670166;
59595;Thun-Saint-Martin;31;59;527.0;531.0;6.03;31.0;23.0;203.0;6.0;3.0;223.0;203.0;8.0;12.0;173.0;202.0;;21712.2222222;;47.0304914349;34.0042888214;41.9300992249;341.0;25.0;257.0;35.0;5.0;2.0;5.0;19.0;7.0;4.0;8.0;1.0;50.218482215, 3.30304020982;
59612;Vertain;31;59;506.0;474.0;5.78;33.0;16.0;196.617142857;10.0;3.0;220.436714723;196.617142857;8.28506847494;15.5345033905;162.883809524;201.0;;20704.3333333;;54.0553007975;32.5826058014;48.2493185252;326.731428571;25.059047619;248.662857143;39.0;11.0;1.0;5.0;13.0;2.0;9.0;6.0;0.0;50.2124028613, 3.52268754362;
59639;Wargnies-le-Grand;31;59;1060.0;1051.0;5.68;64.0;36.0;412.166508988;12.0;6.0;441.40893323;412.166508988;6.02049910873;23.2219251337;318.902554399;406.0;;21376.4;;132.28751167;101.197362742;144.713283072;705.998107852;50.1419110691;547.549668874;78.0;6.0;8.0;6.0;41.0;9.0;17.0;12.0;4.0;50.3079420993, 3.65866407405;
59039;Awoingt;31;59;857.0;533.0;6.31;51.0;11.0;297.0;5.0;7.0;310.0;297.0;1.0;12.0;247.0;300.0;;20200.4761905;;404.564090324;376.554537557;462.700313585;560.0;45.0;407.0;50.0;6.0;3.0;3.0;34.0;8.0;4.0;12.0;5.0;50.153637436, 3.28601914646;
59058;Beaufort;31;59;967.0;976.0;12.76;46.0;46.0;399.759793814;11.0;8.0;424.165942682;399.759793814;1.6831826805;22.7229661868;326.98556701;401.0;;20377.0;;193.860382605;151.020612913;195.520394005;645.995876289;47.8515463918;465.555670103;82.0;37.0;1.0;9.0;28.0;6.0;7.0;25.0;4.0;50.2183201415, 3.96567972154;
59063;Beauvois-en-Cambrésis;31;59;2153.0;2086.0;3.52;156.0;93.0;858.989734018;28.0;23.0;950.119441131;858.989734018;16.2008368201;74.9288702929;597.776481568;848.0;54.1273584906;16982.0;23.3188;564.761484599;477.688900537;591.492034849;1380.41157256;171.797946804;969.503033131;163.0;5.0;10.0;18.0;96.0;34.0;34.0;45.0;15.0;50.1403335661, 3.38449590227;
59065;Bellignies;31;59;874.0;920.0;5.18;30.0;23.0;339.50396376;10.0;7.0;361.50396376;339.50396376;11.0;11.0;261.309173273;334.0;;18563.4;;101.075293256;83.2371798559;86.2118453721;576.06795017;48.5005662514;413.739524349;52.0;8.0;2.0;7.0;31.0;11.0;4.0;6.0;3.0;50.3225210245, 3.76276954523;
59073;Berthen;31;59;510.0;501.0;5.18;38.0;14.0;202.20703125;6.0;3.0;228.320074728;202.20703125;15.0652173913;11.047826087;169.3359375;209.0;;21688.5;;56.8745686111;32.9279749275;69.1573044035;354.609375;19.921875;266.953125;48.0;17.0;0.0;1.0;26.0;6.0;4.0;11.0;0.0;50.7779383016, 2.6875622719;
59142;Cerfontaine;31;59;589.0;562.0;3.87;29.0;23.0;231.0;17.0;4.0;258.0;231.0;1.0;26.0;211.0;247.0;;19540.0;;38.03973668;27.0251622783;34.4627162044;399.0;38.0;303.0;28.0;6.0;1.0;4.0;13.0;2.0;4.0;6.0;1.0;50.2591419146, 4.02505740703;
59148;Clairfayts;31;59;369.0;353.0;7.53;21.0;10.0;127.730769231;2.0;4.0;147.049177191;127.730769231;3.09094527363;16.2274626866;99.3461538462;123.0;;15633.5714286;;23.4005201109;13.2631574735;28.6265329046;239.241758242;29.3983516484;172.335164835;21.0;8.0;1.0;2.0;7.0;1.0;3.0;4.0;0.0;50.1564472386, 4.12464922424;
59149;Clary;31;59;1134.0;1141.0;9.93;66.0;52.0;466.0;10.0;7.0;511.0;466.0;4.0;41.0;386.0;461.0;;17925.3333333;;274.706396773;222.690614357;308.396466781;735.0;67.0;528.0;85.0;23.0;7.0;6.0;35.0;13.0;14.0;25.0;5.0;50.0684086956, 3.39589708434;
59205;Escaudain;31;59;9114.0;9053.0;9.97;748.0;453.0;3433.0;148.0;83.0;3679.27021219;3433.0;9.970453935;236.299758259;1743.11858122;3411.0;40.146627566;14611.3333333;29.48826;1308.65002309;1175.40171638;1273.91869876;5617.12638206;871.962223959;3507.1521893;318.0;6.0;16.0;40.0;207.0;68.0;49.0;61.0;24.0;50.3339160351, 3.34129451552;
59299;Hem;31;59;18374.0;18093.0;9.65;1131.0;761.0;6813.99222737;277.0;135.0;7019.03570608;6813.99222737;2.01110652207;203.032372187;4028.68471941;6790.0;60.0353669319;19068.0;16.96545;4723.41789927;4212.67457039;4045.90659223;11462.3300138;1458.44055058;8095.62116284;1148.0;18.0;57.0;81.0;771.0;165.0;221.0;183.0;70.0;50.6548049456, 3.19305632608;Métropole européenne de Lille
59315;Houdain-lez-Bavay;31;59;909.0;837.0;12.18;51.0;33.0;344.540322581;11.0;6.0;398.854458706;344.540322581;12.5340314136;41.780104712;291.131336406;341.0;;20005.5555556;;80.7074121241;59.9931918778;77.6809347808;617.868663594;47.1255760369;423.082949309;38.0;15.0;2.0;3.0;14.0;2.0;4.0;8.0;2.0;50.3294305775, 3.78664727295;
59320;Illies;31;59;1409.0;1406.0;7.91;94.0;49.0;539.0;22.0;9.0;569.0;539.0;3.0;27.0;399.0;527.0;;20589.047619;;265.290338537;200.765394852;321.290031648;929.0;55.0;714.0;101.0;26.0;5.0;9.0;45.0;10.0;16.0;26.0;5.0;50.5626769272, 2.82845132596;Métropole européenne de Lille
59329;Lambres-lez-Douai;31;59;5057.0;5253.0;8.81;304.0;267.0;2136.0;55.0;46.0;2257.58377193;2136.0;7.03377192982;114.55;1324.70332042;2129.0;66.7919210897;19793.5714286;11.26761;1617.74983097;1454.55714075;1616.85596438;3142.4489906;311.399162952;2277.99611916;318.0;8.0;15.0;20.0;183.0;48.0;92.0;74.0;26.0;50.3542349649, 3.05466709825;
59402;Millam;31;59;792.0;764.0;12.44;59.0;16.0;289.0;8.0;5.0;310.0;289.0;12.0;9.0;241.0;286.0;;20175.4166667;;135.096669404;102.116783434;125.375826899;510.0;33.0;372.0;59.0;17.0;3.0;7.0;30.0;8.0;2.0;20.0;1.0;50.8559210958, 2.25120770329;
59427;La Neuville;31;59;664.0;686.0;3.95;37.0;18.0;264.0;5.0;5.0;282.0;264.0;2.0;16.0;224.0;259.0;;24761.9047619;;135.833045108;109.798054118;127.630076463;427.0;24.0;309.0;66.0;7.0;1.0;9.0;43.0;10.0;6.0;20.0;1.0;50.4968963031, 3.05358974895;
59442;Obrechies;31;59;259.0;263.0;5.45;15.0;15.0;107.0;1.0;2.0;115.137931034;107.0;5.08620689655;3.05172413793;93.0;108.0;;19775.3333333;;43.9952549152;30.9906252855;31.2290235422;167.0;6.0;117.0;18.0;7.0;0.0;2.0;6.0;0.0;3.0;4.0;0.0;50.2225324882, 4.03683646675;
59453;Oudezeele;31;59;671.0;624.0;9.36;43.0;25.0;245.097210236;4.0;3.0;264.315601041;245.097210236;9.10344827586;10.1149425287;202.908346179;249.0;;19852.0;;43.0407989916;26.9838462303;46.233506866;423.893796237;19.085438502;309.385003085;41.0;16.0;2.0;2.0;18.0;4.0;3.0;7.0;0.0;50.8399999116, 2.51032290122;
59488;Raillencourt-Sainte-Olle;31;59;2347.0;2378.0;7.09;117.0;103.0;969.658238282;19.0;16.0;1035.65114608;969.658238282;4.47409544416;61.5188123573;731.798440791;918.0;63.7254901961;19434.3333333;12.31605;1315.13854786;1218.15649213;1322.13220103;1516.06256691;186.239160589;1033.4249074;158.0;12.0;13.0;17.0;93.0;30.0;23.0;28.0;21.0;50.1884274141, 3.17806914502;
59504;Roeulx;31;59;3775.0;3674.0;4.02;278.0;158.0;1392.0;58.0;33.0;1498.92565305;1392.0;4.11252511721;102.81312793;997.334565362;1385.0;50.6502890173;16124.0;20.81164;314.633293588;259.343621679;323.666040709;2359.06179245;273.552455636;1549.36346808;120.0;4.0;6.0;12.0;64.0;19.0;34.0;25.0;7.0;50.3127229733, 3.32813430468;
59528;Saint-Aubert;31;59;1567.0;1438.0;8.12;99.0;75.0;620.614473684;28.0;14.0;683.071190102;620.614473684;7.1671641791;55.2895522388;485.563815789;603.0;;18337.3333333;;161.509599204;113.420815996;142.043759759;1004.11710526;120.617763158;723.706578947;92.0;22.0;3.0;9.0;43.0;14.0;15.0;21.0;1.0;50.2076147877, 3.41741294384;
59613;Vicq;31;59;1464.0;1348.0;3.92;83.0;44.0;544.927848955;28.0;11.0;582.829565947;544.927848955;3.55328596803;34.3484310243;369.20836143;533.0;;17906.0;;264.453134953;232.689188147;170.544623784;947.700606878;83.910991234;668.326365475;65.0;4.0;7.0;11.0;36.0;11.0;7.0;21.0;5.0;50.4144657364, 3.6078304121;
59626;Villers-Pol;31;59;1239.0;1247.0;12.17;75.0;48.0;509.0;10.0;12.0;552.0;509.0;6.0;37.0;427.0;491.0;;22217.3333333;;121.318033633;90.3092423058;130.803936721;800.0;63.0;591.0;81.0;20.0;3.0;4.0;48.0;7.0;6.0;10.0;4.0;50.2889516363, 3.6151652439;
59634;Wallon-Cappel;31;59;869.0;903.0;5.44;52.0;18.0;324.0;7.0;4.0;342.0;324.0;7.0;11.0;289.0;322.0;;21663.3333333;;118.202489328;88.2704031261;107.581409761;585.0;36.0;421.0;54.0;13.0;2.0;8.0;24.0;5.0;7.0;18.0;1.0;50.7278457083, 2.48249397523;
59053;Bavay;31;59;3435.0;3429.0;10.12;212.0;194.0;1512.14097925;35.0;48.0;1649.01277412;1512.14097925;3.50953320184;133.36226167;827.417263595;1470.0;54.5268890402;16936.7741935;22.6655;1279.53919829;1101.00538725;1295.91899332;2102.18176733;259.696313459;1473.10475709;298.0;19.0;20.0;15.0;179.0;50.0;65.0;91.0;27.0;50.2936087618, 3.80308794658;
59104;Boussois;31;59;3222.0;3318.0;6.29;198.0;134.0;1275.0;31.0;36.0;1360.25222552;1275.0;1.00296735905;84.2492581602;845.892035181;1284.0;51.3239875389;16130.0;21.72651;647.760896048;589.47547683;805.780302012;2049.8539355;247.290271214;1333.86027888;102.0;3.0;8.0;10.0;56.0;20.0;25.0;23.0;5.0;50.2948725712, 4.04711513653;
59127;Capelle;31;59;161.0;165.0;5.07;13.0;12.0;58.0;5.0;0.0;70.2461538462;58.0;4.08205128205;8.1641025641;52.0;57.0;;19536.0;;61.459356533;51.623560863;45.9021397494;115.0;7.0;82.0;19.0;6.0;0.0;1.0;5.0;0.0;7.0;3.0;0.0;50.2401009671, 3.56039393735;
59153;Condé-sur-l'Escaut;31;59;9783.0;9992.0;18.4;766.0;664.0;4021.54231197;169.0;115.0;4419.3950668;4021.54231197;18.1535374444;379.699217389;1372.45772529;3904.0;40.7131862494;14128.6666667;34.7508;2248.63092337;2054.02552641;2416.19406588;5995.72495709;1123.92484996;3713.59127933;460.0;9.0;15.0;37.0;301.0;92.0;98.0;130.0;33.0;50.4678612037, 3.60589087978;
59154;Coudekerque-Village;31;59;1185.0;1114.0;12.03;33.0;34.0;441.450643777;8.0;7.0;467.163363075;441.450643777;8.22807017544;17.4846491228;357.025751073;473.0;;23338.8;;570.870286926;527.720521077;567.508204957;814.751072961;44.7553648069;594.025751073;71.0;10.0;4.0;6.0;43.0;11.0;8.0;18.0;3.0;50.9945680467, 2.42167016066;
59155;Coudekerque-Branche;31;59;22077.0;22986.0;9.14;1366.0;1022.0;9200.92024792;262.0;228.0;9691.51304697;9200.92024792;17.7721858736;472.820613181;5210.13436474;9196.0;58.1737048324;17437.5;15.70623;5564.59898731;5087.34798604;5288.47093411;14099.7894214;1574.72510054;9881.45563573;931.0;12.0;61.0;72.0;615.0;206.0;171.0;281.0;88.0;51.0179541343, 2.39580832593;
59188;Écuélin;31;59;126.0;109.0;3.4;13.0;4.0;46.4210526316;1.0;2.0;52.8607689436;46.4210526316;0.919959473151;5.51975683891;43.5789473684;48.0;;20913.6666667;;21.4768525485;14.8452736011;19.1828740255;81.4736842105;4.73684210526;64.4210526316;13.0;7.0;0.0;0.0;3.0;1.0;3.0;4.0;0.0;50.1924531151, 3.89604149257;
59244;Fontaine-Notre-Dame;31;59;1752.0;1676.0;10.52;105.0;75.0;668.097733673;18.0;17.0;727.340199427;668.097733673;0.0;59.2424657534;502.329123062;670.0;;19782.0;;573.605612669;507.358106984;508.104167907;1178.36228097;93.4110773821;819.77898933;151.0;14.0;8.0;15.0;96.0;28.0;18.0;38.0;19.0;50.1686299394, 3.16830361827;
59250;Fournes-en-Weppes;31;59;2126.0;1965.0;8.22;122.0;69.0;826.670663302;30.0;17.0;875.988605788;826.670663302;5.60431164623;43.7136308406;655.064539984;825.0;75.1213592233;24949.0;4.09779;586.449144844;487.665188222;568.902593854;1342.69328251;86.2933648684;1027.78507455;189.0;27.0;3.0;12.0;104.0;17.0;43.0;40.0;11.0;50.5917277363, 2.89362071865;Métropole européenne de Lille
59321;Inchy;31;59;726.0;721.0;3.9;38.0;37.0;309.720164609;12.0;12.0;353.210193099;309.720164609;8.09116809117;35.3988603989;234.032921811;296.0;;16883.0;;215.147835681;175.230777963;205.001007197;435.201646091;53.7777777778;291.794238683;66.0;12.0;7.0;9.0;30.0;11.0;8.0;20.0;4.0;50.1219699248, 3.47168074868;
59433;Nieurlet;31;59;997.0;983.0;10.25;66.0;31.0;363.0;12.0;3.0;425.0;363.0;44.0;18.0;305.0;360.0;;16645.0;;80.0391619473;66.0511149648;121.890656436;673.0;69.0;479.0;33.0;11.0;2.0;2.0;16.0;4.0;2.0;6.0;1.0;50.7949144222, 2.27990645597;
59458;Péronne-en-Mélantois;31;59;884.0;869.0;1.14;41.0;15.0;338.573951435;11.0;10.0;356.064147513;338.573951435;0.874509803922;16.6156862745;279.055187638;331.0;;26203.2727273;;84.5481031854;57.1709600133;99.666257646;608.847682119;39.0286975717;465.417218543;52.0;5.0;3.0;5.0;31.0;6.0;8.0;12.0;0.0;50.56433015, 3.17149667698;Métropole européenne de Lille
59481;Le Quesnoy;31;59;5030.0;5061.0;14.23;348.0;454.0;2169.29793157;51.0;86.0;2372.03949232;2169.29793157;8.59074409953;194.150816649;981.492138939;2103.0;52.4082021936;16952.1666667;21.73394;2818.35545396;2563.50904837;2653.01227215;2981.29430371;424.639246105;2050.22184067;469.0;18.0;18.0;18.0;308.0;89.0;107.0;134.0;41.0;50.2506593981, 3.62486177207;
59565;Sepmeries;31;59;647.0;552.0;5.99;39.0;14.0;232.231905465;8.0;6.0;252.987257147;232.231905465;0.0;20.755351682;196.871491876;230.0;;22704.5;;63.7048138766;36.7641699985;76.131751178;420.502215657;27.7149187592;317.288035451;41.0;8.0;2.0;8.0;18.0;5.0;5.0;7.0;1.0;50.2772551517, 3.56080213817;
59623;Villers-Guislain;31;59;703.0;702.0;11.27;43.0;33.0;286.48265896;7.0;3.0;322.374131828;286.48265896;2.76088252832;33.1305903399;215.369942197;279.0;;17497.5;;102.005979435;77.6403724986;101.355802393;436.835260116;48.7630057803;331.182080925;45.0;17.0;0.0;4.0;18.0;2.0;6.0;9.0;1.0;50.0359972826, 3.15257855128;
59627;Villers-Sire-Nicole;31;59;1000.0;972.0;8.45;48.0;33.0;412.0;8.0;7.0;458.0;412.0;19.0;27.0;309.0;399.0;;18863.3333333;;79.7344408189;49.4944711158;70.4491622556;690.0;64.0;490.0;52.0;9.0;3.0;8.0;26.0;4.0;6.0;8.0;1.0;50.339831062, 4.01339230045;
59665;Wylder;31;59;330.0;318.0;2.55;20.0;3.0;107.25;7.0;0.0;108.288834951;107.25;0.0;1.03883495146;82.5;104.0;;18553.5;;70.0756361674;52.7138134859;48.4625846835;208.3125;15.46875;160.875;28.0;10.0;1.0;2.0;13.0;1.0;2.0;8.0;1.0;50.9111679301, 2.48735893081;
59038;Avesnes-le-Sec;31;59;1405.0;1342.0;10.39;87.0;63.0;556.104895105;22.0;9.0;601.58060132;556.104895105;1.81902824859;43.6566779661;465.713286713;569.0;;18836.25;;106.753940562;72.2799406737;114.608941153;860.685314685;70.7412587413;652.391608392;76.0;18.0;2.0;6.0;36.0;13.0;14.0;13.0;2.0;50.2483988689, 3.37145460907;
59061;Beaurepaire-sur-Sambre;31;59;256.0;247.0;7.86;18.0;11.0;102.603174603;3.0;0.0;119.177887247;102.603174603;6.31417624521;10.2605363985;76.1904761905;99.0;;17420.8695652;;31.3268149058;14.0924921232;27.4482122016;157.46031746;10.1587301587;118.857142857;29.0;17.0;0.0;0.0;10.0;3.0;2.0;3.0;0.0;50.0605483796, 3.79605984174;
59079;Beuvrages;31;59;6696.0;6986.0;3.0;499.0;254.0;2587.26825633;103.0;52.0;2811.12897399;2587.26825633;2.12190253704;221.738815121;1192.43517139;2578.0;46.4493597206;14902.0;29.19864;574.695938878;506.84641638;664.032590491;4286.19821162;657.038748137;2766.73770492;183.0;4.0;9.0;26.0;111.0;54.0;33.0;32.0;10.0;50.3883826633, 3.50595410504;
59094;Bourbourg;31;59;7002.0;6696.0;38.49;505.0;494.0;2875.0;122.0;94.0;3051.82758621;2875.0;15.0705329154;161.757053292;1509.0427861;2910.0;53.1110347198;16630.8333333;17.85087;1998.23258663;1789.42827215;2043.49374396;4388.44345062;470.035715848;2991.43790012;392.0;44.0;19.0;34.0;232.0;78.0;63.0;109.0;27.0;50.9424001702, 2.20355448436;
59097;Boursies;31;59;347.0;304.0;7.62;20.0;10.0;122.0;3.0;3.0;128.0;122.0;1.0;5.0;88.0;115.0;;18175.5555556;;70.9342667408;57.9805095153;105.096002693;219.0;13.0;163.0;35.0;13.0;1.0;2.0;16.0;7.0;3.0;8.0;1.0;50.1408057238, 3.04441612391;
59146;Chéreng;31;59;2989.0;3033.0;4.18;125.0;70.0;1139.95799731;23.0;18.0;1184.36216036;1139.95799731;0.0;44.4041630529;979.259072581;1135.0;81.2169312169;26076.6666667;3.41908;470.195297295;380.783558475;496.117569972;1941.44388441;101.441196237;1420.17674731;165.0;9.0;9.0;16.0;99.0;20.0;32.0;38.0;8.0;50.6108890768, 3.20972154636;Métropole européenne de Lille
59167;Cuvillers;31;59;195.0;197.0;2.83;12.0;7.0;80.0;2.0;1.0;88.0;80.0;2.0;6.0;66.0;81.0;;21860.6666667;;25.9966144885;14.9966144885;36.8248435654;125.0;6.0;95.0;15.0;8.0;1.0;0.0;3.0;1.0;3.0;6.0;1.0;50.2219798771, 3.23832511042;
59187;Éclaibes;31;59;283.0;292.0;4.89;17.0;6.0;103.959183673;4.0;3.0;111.292517007;103.959183673;2.2;5.13333333333;86.6326530612;102.0;;22363.5;;25.293370306;20.480445136;30.207203724;181.928571429;10.5884353741;135.724489796;18.0;1.0;1.0;2.0;11.0;2.0;3.0;3.0;0.0;50.1999798551, 3.93837593672;
59236;Flesquières;31;59;267.0;275.0;6.28;22.0;17.0;112.688212928;3.0;2.0;129.483911852;112.688212928;2.6519524618;14.1437464629;97.4600760456;105.0;;17562.8571429;;26.1329198804;16.086828886;38.7251684707;155.326996198;12.1825095057;118.779467681;25.0;16.0;1.0;3.0;3.0;0.0;2.0;5.0;0.0;50.1238325838, 3.11938780816;
59253;Fresnes-sur-Escaut;31;59;7639.0;7678.0;11.77;596.0;331.0;2900.65354234;140.0;58.0;3107.69343938;2900.65354234;1.99076824077;205.049128799;1728.95343913;2856.0;45.4035087719;14815.6;29.92095;1091.3673444;984.152354035;1115.56268512;4870.83602693;795.804873138;3128.13209009;261.0;2.0;12.0;25.0;173.0;66.0;49.0;56.0;17.0;50.432489562, 3.57931049864;
59264;Gognies-Chaussée;31;59;784.0;798.0;7.94;36.0;30.0;320.225352113;4.0;4.0;334.573836961;320.225352113;0.717424242424;13.6310606061;273.044814341;308.0;;20526.1904762;;105.837752524;80.722307209;125.126845069;527.016645327;45.1728553137;393.505761844;33.0;5.0;1.0;2.0;20.0;4.0;5.0;8.0;2.0;50.3269897728, 3.94228730102;
59265;Gommegnies;31;59;2283.0;2199.0;15.78;146.0;73.0;860.85070109;29.0;14.0;977.985807473;860.85070109;31.5755504163;85.5595559667;722.034786655;871.0;64.4752018454;20221.1111111;11.94487;384.179211722;308.169696083;378.143038129;1487.04178861;96.8749469991;1062.60176331;161.0;23.0;9.0;19.0;92.0;28.0;18.0;35.0;7.0;50.2650047987, 3.70836085584;
59268;La Gorgue;31;59;5923.0;5807.0;15.03;422.0;239.0;2237.0;62.0;51.0;2390.65632858;2237.0;6.06538139145;147.590947192;1457.42038725;2222.0;58.99864682;18368.5714286;13.13577;1279.13544564;1087.27002721;1311.77145155;3795.72337142;327.159022211;2712.03748323;367.0;29.0;23.0;44.0;221.0;71.0;50.0;89.0;24.0;50.6309281138, 2.73945543193;
59279;Halluin;31;59;20770.0;19757.0;12.56;1486.0;615.0;7795.46080097;316.0;163.0;8135.81306269;7795.46080097;23.863548574;316.488713146;5152.40498016;7679.0;61.8712535835;18783.3333333;14.75438;4587.88048627;4069.03393266;4397.23987716;13488.663648;1415.78705665;9899.48845786;1149.0;22.0;78.0;119.0;791.0;247.0;139.0;279.0;81.0;50.7747480298, 3.12692474358;Métropole européenne de Lille
59291;Hautmont;31;59;14115.0;15015.0;12.27;1065.0;714.0;5653.1352844;207.0;153.0;6080.15184753;5653.1352844;4.47993086398;422.536632267;2733.32047862;5626.0;42.1324314703;14241.8650794;33.47702;3305.49976973;3008.89277532;3571.22289921;8720.12622814;1666.56370485;5523.40933937;620.0;7.0;37.0;80.0;367.0;137.0;129.0;143.0;66.0;50.2478507103, 3.91948913803;
59295;Hazebrouck;31;59;21866.0;21313.0;26.2;1347.0;1004.0;9063.65432333;258.0;188.0;9654.18352634;9063.65432333;38.8205335309;551.708669484;4999.36924308;8872.0;57.1315730084;17968.3333333;16.08713;8969.69530243;8116.22547956;8664.3045129;13930.0477166;1411.13392546;9870.28094818;1563.0;62.0;90.0;108.0;1013.0;313.0;290.0;483.0;154.0;50.7262967113, 2.53864301455;
59383;Marly;31;59;11449.0;11883.0;8.04;773.0;524.0;4757.17802247;187.0;134.0;5189.80337778;4757.17802247;28.4250644057;404.2002909;2677.42526193;4827.0;55.0580431177;17096.0;20.70589;4633.51895948;4345.06430547;4705.96167857;7146.14070525;894.693634702;4852.60509631;623.0;9.0;47.0;69.0;385.0;114.0;113.0;149.0;81.0;50.3452442077, 3.55000999792;
