CODGEO;Libellé commune ou ARM;Région;Département;Population en 2012;Population en 2007;Superficie;Naissances entre 2007 et 2012;Décès entre 2007 et 2012;Ménages en 2012;Nombre de naissances domiciliées en 2013;Nombre de décès domiciliés en 2013;Logements en 2012;Résidences principales en 2012;Rés secondaires et logts occasionnels en 2012;Logements vacants en 2012;Rés princ occupées Propriétaires en 2012;Nombre de ménages fiscaux en 2012;Part des ménages fiscaux imposés  en 2012;Médiane du revenu disponible par UC en 2012;Taux de pauvreté en 2012;Emplois au LT en 2012;Emplois salariés au LT en 2012;Emplois au LT en 2007;Pop 15-64 ans en 2012;Chômeurs 15-64 ans en 2012;Actifs 15-64 ans en 2012;Total des ets actifs au 31 décembre 2012;Ets actifs agriculture au 31/12/2012;Ets actifs industrie au 31/12/2012;Ets actifs construction au 31/12/2012;Ets actifs commerce services au 31/12/2012;Ets actifs commerce réparation auto au 31/12/2012;Ets actifs adm publique au 31/12/2012;Ets actifs de 1 à 9 salariés au 31 décembre 2012;Ets actifs 10 salariés ou plus au 31 décembre 2012;coordonnees;Métropole
59105;Bouvignies;31;59;1541.0;1513.0;8.7;88.0;50.0;582.0;18.0;14.0;625.0;582.0;7.0;36.0;504.0;583.0;;22264.2857143;;134.604006889;82.7601080431;132.59807299;1014.0;48.0;765.0;94.0;20.0;1.0;16.0;52.0;7.0;5.0;15.0;1.0;50.432750868, 3.23662350637;
59175;Dimont;31;59;324.0;326.0;7.49;19.0;22.0;130.0;1.0;3.0;137.0;130.0;0.0;7.0;101.0;126.0;;20081.7857143;;40.9546161927;14.9546161927;37.9006393194;216.0;14.0;164.0;28.0;10.0;0.0;3.0;13.0;2.0;2.0;7.0;0.0;50.1830406458, 4.02228377235;
59179;Douchy-les-Mines;31;59;10737.0;9986.0;9.2;789.0;471.0;4111.74017657;186.0;96.0;4313.02550648;4111.74017657;5.85231679676;195.433013107;2151.22404709;4087.0;43.2035268185;15004.0;28.0172;1469.34563825;1291.77689065;1363.07934042;6771.04886675;1070.34974742;4421.77127908;338.0;5.0;21.0;45.0;190.0;70.0;77.0;91.0;25.0;50.2994352925, 3.38947295524;
59181;Dourlers;31;59;568.0;548.0;8.74;37.0;27.0;231.334488735;5.0;4.0;255.490130758;231.334488735;4.02594033722;20.1297016861;173.254766031;232.0;;19420.0;;85.7690991291;57.2325884487;83.6587637901;369.150779896;41.3448873484;287.445407279;60.0;14.0;2.0;7.0;33.0;4.0;4.0;10.0;2.0;50.1745636905, 3.94546756925;
59191;Élincourt;31;59;633.0;649.0;8.41;34.0;39.0;257.001605912;10.0;7.0;285.728878639;257.001605912;2.87272727273;25.8545454545;204.001274731;248.0;;16727.1666667;;61.4419437564;35.8691939273;66.2638657975;395.998519062;66.9977817174;277.99910019;50.0;16.0;5.0;3.0;22.0;6.0;4.0;5.0;1.0;50.0457660349, 3.37059499043;
59210;Esquelbecq;31;59;2108.0;2206.0;12.7;135.0;119.0;826.0;26.0;40.0;887.275706215;826.0;16.0723163842;45.2033898305;620.614195366;826.0;67.7575757576;20507.5;9.86811;491.879979358;401.242079849;489.502658933;1370.26218854;85.419641471;996.601962312;168.0;34.0;4.0;16.0;92.0;27.0;22.0;41.0;12.0;50.8902971553, 2.42902144416;
59349;Ligny-en-Cambrésis;31;59;1863.0;1691.0;8.79;131.0;80.0;725.0;20.0;11.0;805.0;725.0;12.0;68.0;554.0;728.0;;17478.6666667;;256.53002121;196.517179071;318.077683713;1169.0;129.0;872.0;119.0;13.0;16.0;15.0;66.0;22.0;9.0;23.0;8.0;50.1025067499, 3.37859262548;
59364;Louvil;31;59;853.0;845.0;2.5;34.0;27.0;328.154117647;6.0;4.0;344.154117647;328.154117647;0.0;16.0;285.002352941;314.0;;28105.7142857;;99.4010829071;71.2832739233;88.4368267517;552.944705882;28.0988235294;409.44;76.0;8.0;4.0;5.0;46.0;11.0;13.0;10.0;1.0;50.5567255467, 3.18952793321;
59375;Marchiennes;31;59;4697.0;4706.0;21.44;314.0;195.0;1820.13922413;51.0;47.0;1968.07789769;1820.13922413;8.53492347446;139.403750083;1325.02888891;1762.0;62.8409090909;20170.0;11.9828;881.0660834;738.986305864;882.905111777;3080.0124474;284.079700533;2286.84158929;280.0;22.0;11.0;37.0;160.0;41.0;50.0;70.0;17.0;50.414280284, 3.26362216805;
59382;Maretz;31;59;1485.0;1452.0;11.28;100.0;68.0;573.544902093;16.0;12.0;654.625983174;573.544902093;13.1756756757;67.9054054054;421.13436867;567.0;;15968.3333333;;136.212172425;93.9367829184;167.939683787;930.506414585;133.359216745;633.70695476;74.0;14.0;3.0;5.0;39.0;14.0;13.0;21.0;0.0;50.0450861132, 3.42038871212;
59386;Marquette-lez-Lille;31;59;10226.0;9772.0;4.86;777.0;401.0;3949.56557813;149.0;88.0;4086.68300314;3949.56557813;10.4586957464;126.658729265;2548.78634029;3904.0;68.4264479754;20477.5;11.13131;2522.30384348;2300.84449728;2368.58585504;6918.78115436;644.739244122;5113.17290107;552.0;3.0;41.0;61.0;351.0;100.0;96.0;124.0;45.0;50.67409511, 3.05886328577;Métropole européenne de Lille
59408;Moncheaux;31;59;1445.0;1432.0;4.97;73.0;52.0;573.0;22.0;7.0;618.0;573.0;2.0;43.0;491.0;576.0;;22837.826087;;134.782639028;94.6864818615;120.272900595;967.0;55.0;721.0;85.0;2.0;4.0;14.0;47.0;12.0;18.0;12.0;3.0;50.456566302, 3.08800670538;
59429;Neuville-sur-Escaut;31;59;2580.0;2682.0;4.74;165.0;108.0;1034.12216558;30.0;33.0;1135.12804447;1034.12216558;4.34433887719;96.6615400176;809.020224419;1081.0;54.9074074074;16818.6956522;17.54089;233.102998218;198.020003196;212.345285329;1669.59352719;207.824303933;1166.02630844;72.0;2.0;5.0;11.0;39.0;12.0;15.0;12.0;5.0;50.2905014388, 3.35160622721;
59484;Quiévrechain;31;59;6263.0;5705.0;4.71;499.0;312.0;2354.0;109.0;76.0;2599.0;2354.0;1.0;244.0;1073.0;2323.0;41.8854928971;14620.0;31.32063;1247.03920064;1111.47011933;1060.22854416;3942.0;591.0;2442.0;252.0;8.0;26.0;20.0;149.0;54.0;49.0;63.0;24.0;50.3920521291, 3.65887590653;
59496;Rejet-de-Beaulieu;31;59;254.0;228.0;6.35;22.0;10.0;99.4945618106;5.0;3.0;114.872142931;99.4945618106;9.46312684366;5.91445427729;79.5956494484;101.0;;16977.1428571;;29.0631641132;13.8403187865;27.171147416;149.767601913;12.3183743194;102.337263577;21.0;13.0;0.0;1.0;5.0;1.0;2.0;6.0;0.0;50.0452957797, 3.63508660272;
59549;Salesches;31;59;306.0;313.0;4.58;20.0;18.0;115.273972603;5.0;4.0;140.02336433;115.273972603;6.18734793187;18.5620437956;92.2191780822;114.0;;17426.1428571;;40.6142613206;31.4024073513;31.4776063999;200.157534247;16.7671232877;139.376712329;25.0;6.0;2.0;4.0;11.0;3.0;2.0;6.0;1.0;50.2082539959, 3.59623286765;
59618;Vieux-Reng;31;59;870.0;798.0;11.64;60.0;32.0;318.218053927;14.0;5.0;344.523039265;318.218053927;5.05865102639;21.2463343109;257.022274326;323.0;;20048.0;;61.9571571233;30.3561547478;64.3784390643;585.439624853;43.856975381;404.912075029;40.0;10.0;1.0;5.0;17.0;2.0;7.0;8.0;1.0;50.3213611397, 4.0463688859;
59628;Volckerinckhove;31;59;543.0;476.0;9.88;40.0;14.0;205.43339254;7.0;3.0;227.732745291;205.43339254;8.49499152412;13.8043612267;178.428063943;210.0;;20582.5;;116.30590811;83.3688832843;95.247530521;338.531083481;20.2539964476;265.230905861;65.0;24.0;5.0;9.0;24.0;3.0;3.0;22.0;1.0;50.839933688, 2.29875013353;
59635;Wambaix;31;59;331.0;302.0;6.17;14.0;12.0;126.883333333;3.0;1.0;134.389328537;126.883333333;0.0;7.50599520384;111.252777778;136.0;;21453.3333333;;30.3226467437;16.3832618231;50.5951737903;203.197222222;14.7111111111;148.030555556;18.0;10.0;0.0;4.0;2.0;1.0;2.0;7.0;0.0;50.1283412382, 3.30897119661;
59670;Don;31;59;1372.0;1326.0;2.32;90.0;39.0;509.60379635;14.0;10.0;545.116616863;509.60379635;3.04395604396;32.4688644689;399.03887012;528.0;;21011.5;;168.121001632;144.013658119;163.658630656;884.509188896;68.3492271239;655.338250892;62.0;1.0;11.0;6.0;28.0;8.0;16.0;18.0;3.0;50.5440489811, 2.91557809769;Métropole européenne de Lille
59003;Aibes;31;59;376.0;357.0;9.23;27.0;18.0;138.0;2.0;3.0;152.0;138.0;3.0;11.0;118.0;142.0;;17925.6521739;;50.0162607841;27.981346303;47.1601945727;246.0;26.0;177.0;31.0;14.0;0.0;4.0;11.0;0.0;2.0;8.0;0.0;50.233709404, 4.09622701433;
59018;Arnèke;31;59;1604.0;1571.0;13.41;97.0;185.0;619.070711111;18.0;31.0;674.608461496;619.070711111;8.61792678391;46.9198236013;438.218593258;614.0;;18487.1428571;;353.678177449;275.112264206;323.098428934;925.08842802;88.4386730158;672.730130694;150.0;37.0;5.0;10.0;80.0;19.0;18.0;41.0;4.0;50.8416889858, 2.41843292762;
59049;Bantouzelle;31;59;412.0;403.0;7.45;30.0;17.0;159.836144578;8.0;4.0;189.231748974;159.836144578;8.90775890776;20.4878454878;127.074698795;164.0;;16512.6086957;;39.9949232909;27.9952399198;34.8843958203;264.077108434;39.7108433735;197.561445783;26.0;5.0;2.0;1.0;16.0;1.0;2.0;4.0;0.0;50.0579473391, 3.22511810175;
59054;Bavinchove;31;59;930.0;937.0;8.31;63.0;36.0;366.032085561;8.0;1.0;397.470405771;366.032085561;4.49118860142;26.9471316085;276.513368984;365.0;;18465.7142857;;190.553515511;159.235870349;156.38215046;611.711229947;49.7326203209;444.609625668;61.0;15.0;1.0;6.0;32.0;9.0;7.0;9.0;5.0;50.7749510357, 2.44160500507;
59067;Bergues;31;59;3910.0;3923.0;1.32;246.0;379.0;1721.0;39.0;66.0;1864.0;1721.0;7.0;136.0;676.0;1669.0;60.5878824235;17862.2222222;16.32481;1705.57188255;1502.80142603;1725.36699066;2398.0;236.0;1728.0;342.0;1.0;12.0;15.0;247.0;66.0;67.0;109.0;25.0;50.9691920635, 2.43268784817;
59075;Béthencourt;31;59;764.0;732.0;5.15;67.0;28.0;291.526315789;13.0;5.0;314.598190789;291.526315789;1.003125;22.06875;237.242105263;292.0;;17927.2222222;;169.909704633;136.869652532;181.616923615;493.584210526;40.2105263158;356.868421053;44.0;9.0;6.0;3.0;23.0;5.0;3.0;9.0;4.0;50.1426560397, 3.42342136756;
59083;Bissezeele;31;59;228.0;189.0;3.57;11.0;5.0;78.0309131949;3.0;1.0;85.0309131949;78.0309131949;7.0;0.0;69.9238053305;81.0;;22265.7142857;;29.5342276795;16.3883749891;31.3178244031;147.942309839;7.09371938135;108.420159;21.0;8.0;0.0;2.0;8.0;1.0;3.0;7.0;0.0;50.9131167962, 2.40661835313;
59089;Bollezeele;31;59;1425.0;1384.0;17.54;97.0;152.0;548.868269552;22.0;22.0;598.650878248;548.868269552;10.4805491991;39.3020594966;393.753323809;542.0;;17905.3333333;;336.684003996;275.44553699;330.835132407;823.641667873;74.5744931457;592.957902409;143.0;40.0;11.0;6.0;76.0;18.0;10.0;34.0;7.0;50.8652273621, 2.34136933381;
59172;Denain;31;59;20270.0;20186.0;11.52;1994.0;1075.0;7584.4056811;408.0;223.0;8593.91029586;7584.4056811;4.22183557388;1005.28277919;3207.46708855;7381.0;33.6903470716;12940.4761905;42.35043;7790.3650193;7219.35877248;7783.46889397;12411.3373541;2276.31929399;7285.376168;1109.0;8.0;48.0;103.0;707.0;257.0;243.0;297.0;107.0;50.3299660733, 3.3898623357;
59198;Eppe-Sauvage;31;59;270.0;245.0;16.67;11.0;14.0;112.416356877;2.0;3.0;345.691625695;112.416356877;223.348661633;9.92660718371;88.3271375465;97.0;;19272.0;;110.910689031;93.8490248895;58.6082115109;172.639405204;24.0892193309;126.468401487;135.0;9.0;2.0;1.0;118.0;6.0;5.0;8.0;3.0;50.1185512931, 4.16530475504;
59263;Goeulzin;31;59;1031.0;1090.0;4.79;42.0;38.0;427.513048767;8.0;7.0;449.333440924;427.513048767;2.94870164282;18.871690514;386.306971778;403.0;;21436.5;;127.730299468;106.301313307;116.275673541;668.447214713;41.2060769896;474.778652862;55.0;6.0;2.0;8.0;36.0;3.0;3.0;10.0;3.0;50.3185089576, 3.09937496212;
59285;Haspres;31;59;2788.0;2670.0;12.2;200.0;110.0;1124.0;35.0;29.0;1237.18954248;1124.0;10.1062091503;103.083333333;829.388161763;1111.0;58.7015329125;18298.5;15.17028;351.770157324;273.002635254;366.921819842;1848.44594556;211.817514333;1299.05940932;131.0;18.0;6.0;15.0;62.0;13.0;30.0;27.0;9.0;50.2650877152, 3.41176296658;
59302;Hérin;31;59;3936.0;3800.0;4.48;273.0;145.0;1547.0;66.0;29.0;1622.62192817;1547.0;1.0359168242;74.5860113422;1040.5336371;1562.0;56.1459667093;17034.2857143;19.95697;364.371688759;298.554012846;401.962759742;2682.05590055;269.525511214;1878.6345911;129.0;4.0;5.0;16.0;82.0;17.0;22.0;25.0;7.0;50.3588545059, 3.44801878538;
59319;Hoymille;31;59;3222.0;3041.0;5.53;152.0;78.0;1268.75485699;25.0;18.0;1300.10647794;1268.75485699;5.53263899076;25.8189819569;928.430024764;1269.0;74.0331491713;21605.0;4.64834;598.703902108;544.468231311;513.636093403;2052.75532787;140.208281391;1406.94991891;139.0;8.0;8.0;12.0;86.0;20.0;25.0;29.0;13.0;50.9727799567, 2.45547219579;
59379;Marcq-en-Ostrevent;31;59;664.0;544.0;6.27;49.0;25.0;259.375;14.0;6.0;271.199561404;259.375;1.31384015595;10.5107212476;216.931818182;266.0;;19488.4;;69.7123085843;50.514787251;62.6782757838;444.238636364;45.2727272727;343.318181818;38.0;11.0;1.0;4.0;16.0;5.0;6.0;6.0;0.0;50.2876828642, 3.23484427567;
59411;Mons-en-Pévèle;31;59;2143.0;2158.0;12.37;110.0;73.0;864.0;23.0;11.0;930.202393906;864.0;11.2034820457;54.9989118607;713.86077625;842.0;75.1486325803;24278.8076923;5.76835;430.940101129;331.421882237;391.771095484;1434.61426819;72.5649284249;1031.02807787;178.0;32.0;13.0;23.0;95.0;31.0;15.0;36.0;10.0;50.4819644352, 3.10317921728;
59418;Mortagne-du-Nord;31;59;1621.0;1650.0;2.18;108.0;79.0;611.292425826;23.0;11.0;665.357966021;611.292425826;3.24393241167;50.8216077829;303.667920273;595.0;;15877.7777778;;407.911396169;356.431670179;424.066339383;1000.01689065;156.285118577;715.152789438;108.0;2.0;5.0;11.0;54.0;16.0;36.0;22.0;9.0;50.5001515803, 3.45327380801;
59482;Quesnoy-sur-Deûle;31;59;6969.0;6967.0;14.36;442.0;248.0;2525.0;88.0;62.0;2652.0;2525.0;2.0;125.0;1773.0;2505.0;68.1454836131;21787.6;7.86435;1393.76513239;1154.45901915;1282.06330807;4466.0;312.0;3299.0;444.0;58.0;23.0;44.0;250.0;64.0;69.0;101.0;27.0;50.7129994523, 3.00861966929;Métropole européenne de Lille
59506;Romeries;31;59;437.0;430.0;6.01;29.0;11.0;168.310904872;4.0;3.0;181.775385747;168.310904872;3.36612021858;10.0983606557;136.879350348;158.0;;20734.7619048;;51.094537714;33.9079903712;44.9125660125;260.577726218;30.4176334107;206.839907193;38.0;12.0;1.0;2.0;20.0;5.0;3.0;9.0;0.0;50.1972863068, 3.54305484338;
59602;Tressin;31;59;1411.0;1208.0;1.89;92.0;26.0;510.105508146;32.0;7.0;595.496637178;510.105508146;1.09475806452;84.2963709677;410.492629946;516.0;;25571.6666667;;373.408847699;316.283483382;426.776233117;899.799844841;45.9751745539;679.77579519;99.0;4.0;7.0;12.0;67.0;13.0;9.0;15.0;10.0;50.6172932924, 3.18934892273;Métropole européenne de Lille
59640;Wargnies-le-Petit;31;59;777.0;774.0;5.22;51.0;28.0;294.41015625;8.0;6.0;316.26640625;294.41015625;5.4640625;16.3921875;235.73046875;285.0;;21928.0;;65.0971004805;48.9213192305;43.3469653189;505.859375;39.45703125;388.5;37.0;9.0;1.0;5.0;16.0;4.0;6.0;8.0;1.0;50.2986246557, 3.68344256708;
59655;Wemaers-Cappel;31;59;249.0;253.0;4.13;24.0;11.0;84.6801619433;5.0;1.0;93.7759066242;84.6801619433;4.04255319149;5.05319148936;77.6234817814;86.0;;19925.6666667;;32.9523598757;16.8372094306;25.2241896148;156.255060729;14.1133603239;123.995951417;27.0;14.0;1.0;1.0;8.0;2.0;3.0;7.0;0.0;50.8152774849, 2.44143393834;
59001;Abancourt;31;59;445.0;453.0;5.67;26.0;14.0;174.0;4.0;3.0;191.0;174.0;4.0;13.0;160.0;182.0;;21712.3809524;;61.788036027;43.7460363482;47.9105614332;297.0;12.0;230.0;33.0;6.0;2.0;4.0;18.0;6.0;3.0;8.0;0.0;50.2368696873, 3.20731301738;
59025;Aubers;31;59;1537.0;1521.0;10.14;64.0;51.0;591.770032573;6.0;15.0;623.974505417;591.770032573;8.05111821086;24.1533546326;532.693159609;600.0;;24983.0;;199.593600488;132.101641275;161.844559762;1025.33420195;38.0495114007;705.918566775;135.0;35.0;3.0;11.0;72.0;12.0;14.0;26.0;3.0;50.5960514415, 2.81995366841;Métropole européenne de Lille
59031;Audignies;31;59;306.0;284.0;3.66;16.0;9.0;112.0;4.0;0.0;122.0;112.0;2.0;8.0;95.0;120.0;;22486.6666667;;35.8823115297;27.9163879068;32.2888636017;209.0;10.0;153.0;20.0;9.0;1.0;1.0;7.0;1.0;2.0;4.0;1.0;50.2783465062, 3.82456125193;
59044;Baisieux;31;59;4571.0;4084.0;8.68;260.0;116.0;1743.0;55.0;31.0;1816.0;1743.0;7.0;66.0;1277.0;1736.0;73.099078341;22950.0;5.88682;1018.99168061;883.682780205;989.468846434;3009.0;155.0;2268.0;328.0;19.0;18.0;29.0;218.0;43.0;44.0;70.0;13.0;50.6111718868, 3.24121907398;Métropole européenne de Lille
59144;Château-l'Abbaye;31;59;878.0;851.0;4.41;44.0;16.0;309.238958097;9.0;8.0;333.388490808;309.238958097;4.02492211838;20.1246105919;260.516421291;310.0;;22109.5;;81.6773598019;57.8075976275;82.3461199051;593.619479049;37.7848244621;435.5198188;47.0;3.0;1.0;6.0;30.0;7.0;7.0;9.0;1.0;50.4858024683, 3.47414949128;
59164;Croix-Caluyau;31;59;254.0;225.0;4.01;12.0;15.0;100.418604651;5.0;2.0;109.588415972;100.418604651;3.05660377358;6.11320754717;79.7441860465;93.0;;20996.6666667;;28.4235082163;17.5781769662;22.2067897377;162.441860465;12.7984496124;126.015503876;19.0;9.0;2.0;0.0;5.0;4.0;3.0;5.0;0.0;50.152088377, 3.58548579583;
59195;Englos;31;59;562.0;567.0;1.35;30.0;15.0;212.377896613;7.0;0.0;223.994104564;212.377896613;0.0;11.6162079511;170.303030303;206.0;;27121.3333333;;1961.91455426;1915.34670129;2026.04899779;392.698752228;29.0516934046;303.540106952;123.0;2.0;0.0;3.0;113.0;58.0;5.0;56.0;22.0;50.6262888459, 2.9579931684;Métropole européenne de Lille
59200;Eringhem;31;59;471.0;454.0;11.53;32.0;19.0;177.364016736;8.0;1.0;186.272180002;177.364016736;5.9387755102;2.9693877551;139.920502092;172.0;;18199.0;;61.4240241711;47.5866530923;52.7959246725;292.650627615;17.7364016736;202.983263598;41.0;21.0;0.0;1.0;16.0;3.0;3.0;8.0;1.0;50.889329927, 2.31351250902;
59218;Étroeungt;31;59;1409.0;1368.0;25.1;110.0;52.0;557.958504615;14.0;16.0;638.466441123;557.958504615;11.0698412698;69.4380952381;391.78447907;525.0;;16574.0;;192.270142442;103.755157468;199.504537341;873.19897235;83.5870659468;631.481041819;117.0;54.0;2.0;13.0;39.0;14.0;9.0;16.0;2.0;50.0620601477, 3.94319652795;
59222;Faumont;31;59;2127.0;2097.0;9.58;125.0;56.0;781.399282912;22.0;10.0;851.858238136;781.399282912;34.7189054726;35.7400497512;674.844835242;768.0;73.2724902216;24264.4444444;4.9371;201.563892856;132.949076344;187.841804449;1421.71103685;73.0659069736;1064.52967243;137.0;16.0;4.0;17.0;82.0;24.0;18.0;20.0;5.0;50.4531008477, 3.13526855992;
59311;Honnechy;31;59;535.0;519.0;6.53;45.0;19.0;202.862453532;10.0;5.0;237.679120198;202.862453532;8.19215686275;26.6245098039;147.17472119;200.0;;15343.3333333;;85.8134167897;64.9004937966;89.5759994608;334.126394052;62.6486988848;239.656133829;35.0;6.0;2.0;5.0;17.0;3.0;5.0;6.0;1.0;50.0677939071, 3.48120463527;
59332;Lannoy;31;59;1781.0;1679.0;0.18;152.0;172.0;839.806365807;35.0;32.0;918.157405068;839.806365807;4.55529298029;73.7957462807;350.756409121;830.0;;17785.5555556;;394.671947421;318.062164749;378.520410822;1117.393532;140.302563649;881.899481775;140.0;0.0;2.0;12.0;93.0;31.0;33.0;32.0;7.0;50.666027423, 3.21037021622;Métropole européenne de Lille
59357;La Longueville;31;59;2138.0;2224.0;17.64;104.0;97.0;822.0;19.0;18.0;876.0;822.0;5.0;49.0;609.0;813.0;65.5596555966;19185.5555556;12.91305;717.472688243;646.444336221;712.451014245;1436.0;107.0;999.0;126.0;23.0;10.0;17.0;53.0;17.0;23.0;20.0;12.0;50.2961357977, 3.87102048316;
59393;Maulde;31;59;973.0;958.0;5.18;41.0;33.0;382.213305174;12.0;7.0;426.650059351;382.213305174;1.03341288783;43.4033412888;301.044350581;389.0;;20558.5714286;;61.0926807412;42.5984885554;68.159136184;655.516367476;46.2354804646;475.711721225;51.0;14.0;4.0;5.0;23.0;4.0;5.0;4.0;2.0;50.4952908946, 3.42538565597;
59420;Moustier-en-Fagne;31;59;60.0;73.0;7.13;3.0;3.0;21.6168769804;0.0;0.0;31.9293769804;21.6168769804;8.25;2.0625;17.6865357112;;;;;3.96823376757;2.98564845028;10.2504374281;31.4427301533;2.94775595187;19.6517063458;10.0;5.0;0.0;0.0;3.0;0.0;2.0;0.0;0.0;50.0917864543, 4.19598971428;
59454;Oxelaëre;31;59;528.0;479.0;4.72;50.0;17.0;215.633587786;7.0;1.0;240.739073018;215.633587786;7.02953586498;18.0759493671;134.015267176;226.0;;18452.3333333;;55.1327048718;28.0284133419;55.0777593763;348.641221374;25.1908396947;273.06870229;43.0;16.0;5.0;2.0;16.0;1.0;4.0;9.0;0.0;50.7807301542, 2.4699206565;
59462;Phalempin;31;59;4424.0;4443.0;7.93;241.0;185.0;1821.0;54.0;38.0;1929.61048304;1821.0;9.05087358684;99.5596094553;1374.17310894;1843.0;74.3199129489;23024.0;6.93836;1240.49705981;1087.97677208;1086.43796346;2940.89357074;202.588796159;2163.94793789;312.0;11.0;22.0;25.0;195.0;47.0;59.0;69.0;27.0;50.5128963726, 3.02222998505;
59498;Reumont;31;59;394.0;358.0;2.77;25.0;7.0;147.62005277;13.0;1.0;173.707009292;147.62005277;7.30434782609;18.7826086957;114.353562005;142.0;;17792.3809524;;41.0411096964;27.6033421943;29.4214290547;242.221635884;22.8707124011;164.253298153;22.0;11.0;1.0;4.0;3.0;2.0;3.0;4.0;1.0;50.0851954003, 3.47837512553;
59503;Robersart;31;59;183.0;172.0;2.33;13.0;7.0;73.406779661;0.0;0.0;78.7864092906;73.406779661;0.896604938272;4.48302469136;58.9322033898;67.0;;19721.3333333;;16.1826000304;5.96333718401;25.3781798421;130.271186441;12.406779661;100.288135593;20.0;6.0;1.0;2.0;10.0;4.0;1.0;6.0;0.0;50.1565289177, 3.64613951991;
59509;Roost-Warendin;31;59;6178.0;6157.0;7.16;378.0;231.0;2450.0;60.0;63.0;2557.5827112;2450.0;17.2538310413;90.3288801572;1467.2346706;2425.0;55.6518151815;17448.3333333;17.99232;1196.81371705;1064.9072473;996.459129782;3952.97782625;388.221446858;2692.71682292;280.0;10.0;15.0;27.0;180.0;39.0;48.0;71.0;25.0;50.4147869735, 3.10349816509;
59521;Sailly-lez-Cambrai;31;59;455.0;460.0;3.28;22.0;16.0;188.066666667;8.0;4.0;221.017161716;188.066666667;19.5643564356;13.3861386139;149.644444444;184.0;;19434.0;;232.158306952;212.114003153;56.2390911262;294.233333333;20.2222222222;222.444444444;34.0;7.0;3.0;3.0;19.0;3.0;2.0;10.0;2.0;50.1992760236, 3.17933507614;
59649;Wattignies-la-Victoire;31;59;250.0;270.0;6.31;11.0;2.0;91.0405355436;1.0;1.0;97.0405355436;91.0405355436;2.0;4.0;77.4813068456;89.0;;20840.3846154;;31.3239834586;13.7226103812;31.9959603435;173.425816779;6.81031070472;124.000787309;26.0;13.0;0.0;0.0;8.0;4.0;5.0;4.0;0.0;50.2003544445, 4.00235676778;
59034;Avelin;31;59;2590.0;2475.0;13.76;138.0;56.0;972.0;26.0;22.0;1016.97482377;972.0;6.1329305136;38.8418932528;832.914309966;980.0;79.2221084954;26123.6;3.62566;2285.95323427;2101.57029211;2094.67882961;1768.87074572;76.0034749625;1278.86470171;305.0;24.0;30.0;27.0;200.0;62.0;24.0;73.0;51.0;50.5397882047, 3.08608433822;
59041;Bachant;31;59;2392.0;2387.0;9.37;143.0;170.0;953.0;27.0;27.0;994.320625611;953.0;1.00782013685;40.3128054741;534.139501332;911.0;49.8353457739;15632.7777778;20.13072;378.613295208;324.71735499;358.78406957;1557.77167492;204.861608287;1020.08742775;99.0;6.0;4.0;18.0;48.0;14.0;23.0;31.0;7.0;50.2081006997, 3.8751600192;
59091;Borre;31;59;588.0;572.0;5.96;42.0;23.0;204.564705882;6.0;3.0;217.564705882;204.564705882;2.78571428571;10.2142857143;189.741176471;207.0;;22083.3333333;;442.924784712;417.240346347;382.627960439;364.658823529;18.7764705882;270.776470588;52.0;7.0;5.0;8.0;25.0;7.0;7.0;16.0;3.0;50.731528018, 2.58086143092;
59147;Choisies;31;59;65.0;72.0;2.51;0.0;2.0;24.2537313433;0.0;0.0;25.2537313433;24.2537313433;0.0;1.0;18.4328358209;;;;;7.76119402985;1.94029850746;8.10527523056;44.6268656716;4.85074626866;36.8656716418;5.0;2.0;0.0;0.0;2.0;0.0;1.0;2.0;0.0;50.212677337, 4.04878255804;
59182;Drincham;31;59;252.0;274.0;3.38;23.0;5.0;90.0;6.0;1.0;101.115789474;90.0;5.05263157895;6.06315789474;69.0;90.0;;18144.0;;43.7445883271;28.7897496174;39.7029591017;169.0;13.0;121.0;24.0;8.0;0.0;3.0;10.0;2.0;3.0;7.0;0.0;50.9104379281, 2.31996661732;
59190;Élesmes;31;59;944.0;876.0;6.23;38.0;26.0;385.065556712;4.0;6.0;398.932223378;385.065556712;0.0;13.8666666667;343.808532778;392.0;;22513.3333333;;82.6263129398;50.7210827183;53.9025944725;640.466181061;40.2747138398;453.827263267;50.0;5.0;2.0;7.0;28.0;6.0;8.0;10.0;0.0;50.3048578036, 4.01140019092;
59249;Fourmies;31;59;12663.0;13233.0;22.98;1001.0;703.0;5548.60096399;203.0;155.0;6036.19510521;5548.60096399;29.6568337835;457.937307433;2506.30442647;5293.0;42.5407042787;14529.0;33.6613;4736.87446008;4289.21374615;4921.55753072;7805.50228342;1371.5589687;4691.80665654;689.0;18.0;46.0;48.0;450.0;176.0;127.0;221.0;73.0;50.006893732, 4.05775002509;
59251;Frasnoy;31;59;357.0;329.0;5.84;26.0;10.0;127.5;1.0;7.0;140.833333333;127.5;4.7619047619;8.57142857143;110.826923077;122.0;;19266.0;;35.5217323672;23.7351142712;42.6526540516;217.730769231;15.6923076923;163.788461538;26.0;7.0;2.0;3.0;11.0;2.0;3.0;7.0;1.0;50.2750060846, 3.66453718802;
